<<<<<<< HEAD
<<<<<<< HEAD
﻿整租 | 租房 龙华清湖双地铁 ，全新家具拎包入住，有全新公共,弓村二区,3060,https://sz.58.com/zufang/45364952983707x.shtml,经度,纬度
整租 | 兰棠佳苑 精装一室户 拎包入住 随时看房,兰棠佳苑,1388,https://sh.58.com/zufang/44488835129997x.shtml,121.473701,31.230416
整租 | 家电齐全，拎包入住，已空关，随时看房，周边配套齐全，,嘉善坊,3900,https://sh.58.com/zufang/44656467329959x.shtml,121.473701,31.230416
整租 | 澜茵华庭(东区) 1室1厅1卫,澜茵华庭(东区),3200,https://sh.58.com/zufang/44713754684561x.shtml,121.473701,31.230416
整租 | 嘉秀新苑2室1厅1卫5800元月南北通透精装修,嘉秀新苑,5800,https://sh.58.com/zufang/44149309812498x.shtml,121.473701,31.230416
整租 | 照片实拍，价格真实，视频实拍，假一罚十，拎包即住，精,绿地新江桥城(东区),4200,https://sh.58.com/zufang/44742599081872x.shtml,121.473701,31.230416
整租 | 安亭整租一室，独门独户，配套齐全，房东人好，小区环境,安亭中央公园(公寓住宅),1200,https://sh.58.com/zufang/44709920453283x.shtml,121.473701,31.230416
单间 | 大宅风范城 1室1厅1卫 主卧 北,大宅风范城,2000,https://sh.58.com/hezu/44559959412508x.shtml,121.473701,31.230416
整租 | 无限接近住宅的公寓小区 生活方便 电费白天8角晚上四,红土天阶,2650,https://sh.58.com/zufang/44742932923786x.shtml,121.473701,31.230416
整租 | 金地旗下整租一室户0中介可短租,胜辛南路800号办公楼,1588,https://sh.58.com/zufang/44658992802344x.shtml,121.473701,31.230416
整租 | 近地铁金运路 万达广场步行三百米 实拍照片房租月付拎,澜茵华庭(东区),2200,https://sh.58.com/zufang/44742926799266x.shtml,121.473701,31.230416
单间 | 澄浏公路455号小区 1室0厅0卫 主卧 南,澄浏公路455号小区,1150,https://sh.58.com/hezu/44680210271132x.shtml,121.473701,31.230416
整租 | D9空间 精装 两房 平层 通天 然气 拎包入住 近,光明D9空间,2800,https://sh.58.com/zufang/43972606009760x.shtml,121.473701,31.230416
整租 | 精装俩房 有钥匙随时看房，南北通透，近地铁出行方便,金沙湾绿地和苑(一期),4000,https://sh.58.com/zufang/44709433302823x.shtml,121.473701,31.230416
单间 | 11号线嘉定西地铁口朝南精装全配主卧阳台,胜悦嘉苑(西苑),1250,https://sh.58.com/hezu/44467436206876x.shtml,121.473701,31.230416
整租 | 泰宸复兴苑 3室1厅1卫,泰宸复兴苑,4850,https://sh.58.com/zufang/44712857312413x.shtml,121.473701,31.230416
整租 | 原先自住 业主首.次出 电梯房！环境好 交通便利 可,澳丽映象嘉园,3500,https://sh.58.com/zufang/44106083677443x.shtml,121.473701,31.230416
整租 | 嘉定南翔翔瑞新苑一室一厅整租，精装修拎包入住。,翔瑞新苑(南区),3200,https://sh.58.com/zufang/44368602178852x.shtml,121.473701,31.230416
整租 | 绿地嘉尚国际广场1室1厅设施齐全，拎包入住,绿地嘉尚国际广场,1600,https://sh.58.com/zufang/44061353013788x.shtml,121.473701,31.230416
整租 | 风荷丽景尚城(西区) 2室1厅1卫,风荷丽景尚城(西区),4300,https://sh.58.com/zufang/44712722641959x.shtml,121.473701,31.230416
整租 | 近轻纺市场 一楼双南两房 房东急租 看房随时 价格好,真新新村嘉秀坊,4200,https://sh.58.com/zufang/44612122932499x.shtml,121.473701,31.230416
单间 | 11号线南翔地铁口 民东公寓  三户合租 民用水电,民东公寓,1600,https://sh.58.com/hezu/44722337884559x.shtml,121.473701,31.230416
整租 | 复式公寓，金运路地铁口，近万达广场，华泰中心，手机实,金沙缘圆宝邸,2400,https://sh.58.com/zufang/44737854932872x.shtml,121.473701,31.230416
单间 | 金鹤新城中房公寓 3室1厅1卫 次卧 北,金鹤新城中房公寓,1420,https://sh.58.com/hezu/44689544627997x.shtml,121.473701,31.230416
整租 | 急租精装二房，实图，采光好，停车方便，近轻纺市场，拎,嘉美坊,3600,https://sh.58.com/zufang/44676196168975x.shtml,121.473701,31.230416
整租 | 丰庄 物业直租 精装独立一室户 家电齐全 可月付 随,定边路119号楼,2000,https://sh.58.com/zufang/44742916770189x.shtml,121.473701,31.230416
整租 | 嘉定颐景园(公寓住宅) 2室2厅2卫,嘉定颐景园(公寓住宅),3600,https://sh.58.com/zufang/44712690190082x.shtml,121.473701,31.230416
整租 | 近轻纺市场 梅川步行街 中间楼层 精装双南两房 家电,嘉利坊,4000,https://sh.58.com/zufang/44625825613845x.shtml,121.473701,31.230416
整租 | 安亭地铁口 精装北欧风格 时尚一房 温馨舒适  拎包,嘉正国际大厦,1400,https://sh.58.com/zufang/44455441134866x.shtml,121.473701,31.230416
单间 | 精装大南卧 双人床 可短租 可办居住证 随时看 地铁,日月光伯爵天地城市华庭,1130,https://sh.58.com/hezu/44515959510564x.shtml,121.473701,31.230416
整租 | 魔方社区 2室1厅2卫,魔方社区,3000,https://sh.58.com/zufang/44689477901463x.shtml,121.473701,31.230416
整租 | 中信泰富又一城(一期)2室2厅1卫3800元月,中信泰富又一城(一期),3800,https://sh.58.com/zufang/44654477294498x.shtml,121.473701,31.230416
整租 | A愿你一生努力  一生被爱  想要的都拥有  得不到,新城金郡SOHO,2888,https://sh.58.com/zufang/44742331993358x.shtml,121.473701,31.230416
整租 | 安歆公寓 蓝领公寓出租  13号线嘉定江桥万达 覆盖,华江路370号楼,600,https://sh.58.com/zufang/44072200739474x.shtml,121.473701,31.230416
单间 | 绿地新江桥城(东区) 1室0厅1卫 主卧 南,绿地新江桥城(东区),1450,https://sh.58.com/hezu/44698213696933x.shtml,121.473701,31.230416
整租 | 11号线地铁，精装独卫，家具家电齐全，房租月付随时看,花圃小镇(上海包装城),999,https://sh.58.com/zufang/44301103399196x.shtml,121.473701,31.230416
整租 | 绿苑五村别墅出租已装修 7房4卫 合同可长签 可租公,绿苑五村,7000,https://sh.58.com/zufang/43759351334154x.shtml,121.473701,31.230416
整租 | 外冈景苑 2室2厅1卫 1600元月 电梯房 南北通,外冈景苑,1600,https://sh.58.com/zufang/44100898463617x.shtml,121.473701,31.230416
单间 | 宝菊新家园 3室1厅1卫 次卧 南,宝菊新家园,1000,https://sh.58.com/hezu/44557145361188x.shtml,121.473701,31.230416
单间 | 南翔陈翔路地铁站华谊逸品澜湾精装可短租,华谊逸品澜湾(南区),1500,https://sh.58.com/hezu/44424359287830x.shtml,121.473701,31.230416
单间 | 万达城市公寓 新版首租 性价比高 拎包入住,大宅风范城,2200,https://sh.58.com/hezu/44227371757064x.shtml,121.473701,31.230416
整租 | 瑞士华庭，独栋公寓，整租精装一室户，家电齐全，可短租,安亭瑞仕华庭(别墅),1500,https://sh.58.com/zufang/44480685747737x.shtml,121.473701,31.230416
整租 | 民东公寓 1室1厅1卫,民东公寓,1800,https://sh.58.com/zufang/44697712222082x.shtml,121.473701,31.230416
整租 | 距离万达近，房子忍痛出租，保养好，采光好，配套齐全，,海伦堡海伦广场,2500,https://sh.58.com/zufang/44124413567269x.shtml,121.473701,31.230416
整租 | 普陀区地铁13号线月星环球港集体员工宿舍,江桥二村一街坊,600,https://sh.58.com/zufang/44146091841558x.shtml,121.473701,31.230416
整租 | 香槟河畔，精装正三房，带阳台，室内明亮，全配，拎包入,嘉城桃花岛香槟河畔(公寓...,5500,https://sh.58.com/zufang/44480110997159x.shtml,121.473701,31.230416
单间 | 江桥佳苑 3室1厅1卫 次卧 北,江桥佳苑,1400,https://sh.58.com/hezu/44641946829828x.shtml,121.473701,31.230416
整租 | 云翔佳苑 1室2厅1卫 3200元月 精装修 南北通,云翔佳苑,2999,https://sh.58.com/zufang/43793025439636x.shtml,121.473701,31.230416
整租 | 南翔老街旁 古镇附近，近南翔地铁站 性价比超高小三房,民主街32弄小区,3500,https://sh.58.com/zufang/44432318436259x.shtml,121.473701,31.230416
整租 | 新出好房13号线万达大宅风范城1室 装修好拎包住 直,大宅风范城,1950,https://sh.58.com/zufang/44294243980306x.shtml,121.473701,31.230416
单间 | 外冈新苑 3室1厅1卫 主卧 南,外冈新苑,588,https://sh.58.com/hezu/44697179832723x.shtml,121.473701,31.230416
整租 | 水岸丽苑 大两房居家装修 厨卫齐全 3700 看房有,中星海上名豪苑水岸丽苑,3700,https://sh.58.com/zufang/44194169693457x.shtml,121.473701,31.230416
整租 | 11号线白银路地铁口 步行100米精装两房 新出 看,白银时代尚苑(三期),4300,https://sh.58.com/zufang/44514067179780x.shtml,121.473701,31.230416
整租 | 近14号地铁可长租 近真新学校 办暂住证精装修 环境,嘉美坊,2600,https://sh.58.com/zufang/44664978484865x.shtml,121.473701,31.230416
单间 | 明日新苑 6室1厅1卫 其他 北,明日新苑,1200,https://sh.58.com/hezu/44690757681036x.shtml,121.473701,31.230416
整租 | 11号线安亭地铁口 精装一室户 拎包入住 随时看房,安亭财富广场(北楼),1788,https://sh.58.com/zufang/44710242163466x.shtml,121.473701,31.230416
整租 | 11号线马陆地铁口 金沙湾绿地和苑 2室1厅1卫,金沙湾绿地和苑(一期),3000,https://sh.58.com/zufang/44720736320290x.shtml,121.473701,31.230416
整租 | 无中介 可短租 安亭近大众 整租一室一厅 一厨一卫,沁乐小区,800,https://sh.58.com/zufang/44112527291541x.shtml,121.473701,31.230416
整租 | 芙蓉新村 4室2厅2卫,芙蓉新村,3500,https://sh.58.com/zufang/44694260595989x.shtml,121.473701,31.230416
整租 | 中海小区物业直租，看房随时，次新房小区，管理完善，出,西环中心星信名邸,7800,https://sh.58.com/zufang/44348910660742x.shtml,121.473701,31.230416
整租 | 新房出租.方舟时代.精装两房.配套齐全.拎包入住.看,方舟时代广场,2600,https://sh.58.com/zufang/44182055719178x.shtml,121.473701,31.230416
整租 | 欧特福购物广场 1室0厅1卫,欧特福购物广场,1500,https://sh.58.com/zufang/44461025978888x.shtml,121.473701,31.230416
整租 | 13号线丰庄站 丰庄十二街坊 精装2房急租 拎包入住,丰庄十二街坊,5600,https://sh.58.com/zufang/44667054540705x.shtml,121.473701,31.230416
整租 | 精装修 免中介 押一付一 1室1厅1卫 1600元月,胜辛南路800号办公楼,1600,https://sh.58.com/zufang/44711187146512x.shtml,121.473701,31.230416
整租 | 新房源 性价比超高 看房随时 多套可选 可居家可办公,金鹤新城双佳翠庭,4800,https://sh.58.com/zufang/44522104296339x.shtml,121.473701,31.230416
整租 | 新城悠活城(商住楼) 1室1厅1卫,新城悠活城(商住楼),3000,https://sh.58.com/zufang/44647484265985x.shtml,121.473701,31.230416
整租 | 黄渡绿苑一村精装2房2厅 环境好 可随时看房,绿苑一村,2800,https://sh.58.com/zufang/44448283399181x.shtml,121.473701,31.230416
整租 | 南北周嘉苑朝南单间家具齐全阳台超大,南北周嘉苑,1500,https://sh.58.com/zufang/44720775443858x.shtml,121.473701,31.230416
单间 | 用心服务 可短租3个月 无仲阶费 真实押一付一 民用,日月光伯爵天地城市华庭,990,https://sh.58.com/hezu/44665946160664x.shtml,121.473701,31.230416
单间 | 外冈景苑 3室1厅1卫 其他 南,外冈景苑,500,https://sh.58.com/hezu/44621014792588x.shtml,121.473701,31.230416
整租 | 合景峰汇精装两室，房东自住装修 配置齐全近宝龙购物方,合景峰汇,3300,https://sh.58.com/zufang/44745873563422x.shtml,121.473701,31.230416
整租 | 黄渡绿苑新城精装2房2厅 老式装修 可随时看房,绿苑新城,3000,https://sh.58.com/zufang/44680475587845x.shtml,121.473701,31.230416
整租 | 光明D9空间~精装两房朝南~配套齐全~近远香湖~看房,光明D9空间,2800,https://sh.58.com/zufang/44744409733796x.shtml,121.473701,31.230416
单间 | 汇丰荷苑(二期) 2室1厅1卫 次卧 南,汇丰荷苑(二期),900,https://sh.58.com/hezu/44709644040205x.shtml,121.473701,31.230416
整租 | 德华一村 近地铁 精装修 家具家电齐全 南翔福邸 拎,德华一村,3600,https://sh.58.com/zufang/43571444595459x.shtml,121.473701,31.230416
单间 | 德华四村  1200元月 精装修  久久大厦 南翔置,德华四村,1200,https://sh.58.com/hezu/43915937189784x.shtml,121.473701,31.230416
"整租 | 曹安公路精装修独立卫生间可做饭公寓,",东华环球建材市场,800,https://sh.58.com/zufang/36398608756250x.shtml,121.473701,31.230416
整租 | 三皇桥小区 2室 1厅1卫,三皇桥小区,2300,https://sh.58.com/zufang/44700298683286x.shtml,121.473701,31.230416
整租 | 位于金园一路1118弄，两房一厅一卫74，月租450,金鹤新城双佳翠庭,4100,https://sh.58.com/zufang/44291797368073x.shtml,121.473701,31.230416
整租 | 上海嘉城新航域 精装全配大两房 随时看房 小区环境优,嘉城新航域,4500,https://sh.58.com/zufang/44247866600851x.shtml,121.473701,31.230416
整租 | 城杰苑位于鹤霞路600弄两房一厅一卫，72平方月租4,金鹤新城城杰苑,4200,https://sh.58.com/zufang/44291953423126x.shtml,121.473701,31.230416
单间 | 大治路668弄小区 3室1厅1卫 其他 南,大治路668弄小区,580,https://sh.58.com/hezu/44709558096153x.shtml,121.473701,31.230416
整租 | 合景峰汇，精装两房，室内干净，家具家电齐全，随时看房,合景峰汇,3500,https://sh.58.com/zufang/44744701235715x.shtml,121.473701,31.230416
整租 | 近陈翔地铁口 毗邻印象城 高性价比 手慢无 可拎包入,翔和雅苑(一区),3050,https://sh.58.com/zufang/43494845495454x.shtml,121.473701,31.230416
整租 | 绿苑2村 精装3房出租 2800一楼带院子交通便利,绿苑二邨,2800,https://sh.58.com/zufang/44459512615701x.shtml,121.473701,31.230416
整租 | 中信泰富又一城(一期) 1室1厅1卫,中信泰富又一城(一期),3000,https://sh.58.com/zufang/44709546136209x.shtml,121.473701,31.230416
单间 | 云翔佳苑，原始独卫20平，超值价年底急租，民用电,云翔佳苑(南区),1500,https://sh.58.com/hezu/44493447025552x.shtml,121.473701,31.230416
整租 | 丰庄二村，精装修全配，拎包入住，有钥匙，随时可看，价,丰庄一村,4600,https://sh.58.com/zufang/44667374611723x.shtml,121.473701,31.230416
整租 | 绿地嘉尚国际广场一室户经济实惠房出租,绿地嘉尚国际广场,2000,https://sh.58.com/zufang/44169812789397x.shtml,121.473701,31.230416
整租 | 胜辛路南路1855号楼 1室1厅1卫,胜辛路南路1855号楼,1180,https://sh.58.com/zufang/44709509105173x.shtml,121.473701,31.230416
整租 | 信业中心精装白领公寓 11号线嘉定北 不收中介F,御江金都(一期),2232,https://sh.58.com/zufang/43670741408004x.shtml,121.473701,31.230416
整租 | 朝南一室一厅带隔断，水电民用 全新装修，押一付一，可,安亭中央公园(别墅),1400,https://sh.58.com/zufang/44576928366993x.shtml,121.473701,31.230416
整租 | 白领公寓 家具齐全 高层景观 可做饭 干净舒适 拎包,金地格林春晓,2670,https://sh.58.com/zufang/44524144429592x.shtml,121.473701,31.230416
整租 | 嘉峰汇财富广场(833弄) 2室2厅1卫,嘉峰汇财富广场(833弄...,4600,https://sh.58.com/zufang/38497653177090x.shtml,121.473701,31.230416
整租 | 近金运路13号线地铁 配套齐全 来电即看 多套可选,水岸金桥苑,5000,https://sh.58.com/zufang/44643212871590x.shtml,121.473701,31.230416
单间 | 轻纺市场附近 朝南主卧带阳台带独卫急租 厨房公用 拎,嘉秀新苑,2600,https://sh.58.com/hezu/44688766605606x.shtml,121.473701,31.230416
整租 | 水岸金桥苑 3室2厅1卫,水岸金桥苑,4000,https://sh.58.com/zufang/44566317948443x.shtml,121.473701,31.230416
整租 | 曹安公路精装修独立卫生间可做饭公寓,东华环球建材市场,800,https://sh.58.com/zufang/44093923401254x.shtml,121.473701,31.230416
整租 | 拧包入住，业主诚心出租 近大融城 环境OK 住的人多,保利湖畔阳光苑(西区),4100,https://sh.58.com/zufang/44637329612185x.shtml,121.473701,31.230416
整租 | 丽景新苑，邻近丰庄路商业街，周边生活配套完善，精装修,丽景新苑,3450,https://sh.58.com/zufang/44666839808656x.shtml,121.473701,31.230416
整租 | 李园二村(东区) 2室1厅1卫,李园二村(东区),2400,https://sh.58.com/zufang/44700996187408x.shtml,121.473701,31.230416
整租 | 整租一居室，民用水电，金运路地铁口，手机实拍，近万达,大宅风范城,2600,https://sh.58.com/zufang/44732778078491x.shtml,121.473701,31.230416
整租 | 嘉宝梦之缘，高品质小区，随时可看，拎包入住！,嘉宝梦之缘景庭(西区),3800,https://sh.58.com/zufang/44247459754767x.shtml,121.473701,31.230416
整租 | 绿地嘉尚国际广场精装1室1厨1卫面积59.28,绿地嘉尚国际广场,2000,https://sh.58.com/zufang/44313495858344x.shtml,121.473701,31.230416
单间 | 湖畔天下(商住楼) 4室2厅3卫 次卧 南,湖畔天下(商住楼),2000,https://sh.58.com/hezu/44582413367457x.shtml,121.473701,31.230416
整租 | 光明D9空间 美丽湖景房 小区环境优雅 靠近宝龙 购,光明D9空间,2900,https://sh.58.com/zufang/42520298139545x.shtml,121.473701,31.230416
整租 | 近安亭地铁站温馨一居室，装修奈斯，适合情侣和单身住可,世昶生活广场,1300,https://sh.58.com/zufang/44543599437968x.shtml,121.473701,31.230416
整租 | 嘉城桃花岛香槟河畔(别墅) 2室1厅1卫 4000元,嘉城桃花岛香槟河畔(别墅...,4000,https://sh.58.com/zufang/43924693617668x.shtml,121.473701,31.230416
单间 | 金鹤新城中房公寓 4室1厅1卫 次卧 南,金鹤新城中房公寓,1450,https://sh.58.com/hezu/44700869921303x.shtml,121.473701,31.230416
整租 | 地铁直达徐家汇 商圈好 购物方便 无中介费 看中入住,嘉峰汇财富广场,2560,https://sh.58.com/zufang/44524170720163x.shtml,121.473701,31.230416
整租 | 不收任何费用，封浜，黄渡性价比高的房源，可做饭,东华环球建材市场,800,https://sh.58.com/zufang/44742329296915x.shtml,121.473701,31.230416
整租 | 十一号线南翔站 新开业 高品质 整租 交通便利 配套,金地格林世界格林公馆(商...,2888,https://sh.58.com/zufang/44384519772194x.shtml,121.473701,31.230416
整租 | 中茂世纪 2室 2厅1卫,中茂世纪,2500,https://sh.58.com/zufang/44546672752922x.shtml,121.473701,31.230416
整租 | （真实） 外冈景苑 3室1厅1卫 2300元月 82,外冈景苑,2300,https://sh.58.com/zufang/44324441059622x.shtml,121.473701,31.230416
整租 | 水仙小区，精装全配，整租一室一厅，押一付一，房子漂亮,水仙小区,1800,https://sh.58.com/zufang/44742670485785x.shtml,121.473701,31.230416
整租 | 江桥镇真实图片价格丨押一付一丨拎包入住丨loft复试,绿地新江桥城(南区),1699,https://sh.58.com/zufang/44413356022308x.shtml,121.473701,31.230416
整租 | 金沙湾绿地和苑(二期) 3室1厅1卫,金沙湾绿地和苑(二期),4100,https://sh.58.com/zufang/44553487254403x.shtml,121.473701,31.230416
整租 | 近地铁站 兰棠佳苑 精装修大两房 可办居住证 南北通,兰棠佳苑,2400,https://sh.58.com/zufang/44733570123144x.shtml,121.473701,31.230416
整租 | 大众春盛苑 精装2房 家具家电齐全 靠近黄渡菜市 交,大众春盛苑(公寓住宅),2600,https://sh.58.com/zufang/44446791481384x.shtml,121.473701,31.230416
整租 | 13号线金运路，正规1室1厅，朝南阳光好，付一押一，,泰宸复兴苑,2700,https://sh.58.com/zufang/44732817774601x.shtml,121.473701,31.230416
整租 | 合景峰汇 2室2厅1卫,合景峰汇,3000,https://sh.58.com/zufang/44700385635484x.shtml,121.473701,31.230416
整租 | 心灵纯洁之人，生活充满甜蜜和喜悦！来这里就对了，家居,富友嘉园(南区),1650,https://sh.58.com/zufang/44115051994128x.shtml,121.473701,31.230416
单间 | 带卫生间煤气做饭，曹安路封浜农业银行后面,杨柳社区,1200,https://sh.58.com/hezu/34651199674796x.shtml,121.473701,31.230416
整租 | 南翔云翔佳苑 精装1房 配套齐全 看房随时 欢迎致电,云翔佳苑,2800,https://sh.58.com/zufang/42675710659360x.shtml,121.473701,31.230416
单间 | 嘉怡坊 3室1厅2卫 主卧 南,嘉怡坊,1900,https://sh.58.com/hezu/44700319402910x.shtml,121.473701,31.230416
整租 | 13号线 地铁直达长寿路 品牌公寓直租 家具齐全拎包,高潮新苑,2610,https://sh.58.com/zufang/44524545450402x.shtml,121.473701,31.230416
整租 | 嘉定宝龙广场 对面 精装 两房 两卫 新出 看房随时,光明D9空间,3300,https://sh.58.com/zufang/44314825150109x.shtml,121.473701,31.230416
整租 | 11号线 嘉定西附近 一室一厅整租 押一付一 随时看,练祁佳城永泰嘉苑(608...,2000,https://sh.58.com/zufang/44668938143399x.shtml,121.473701,31.230416
单间 | 中星海兰苑 2室0厅1卫 主卧 南,中星海兰苑,2400,https://sh.58.com/hezu/44700286884514x.shtml,121.473701,31.230416
整租 | 新出房源 11号线地铁口 精装两房 房东非常漂亮,紫荆四村,2400,https://sh.58.com/zufang/44334388826383x.shtml,121.473701,31.230416
整租 | 江桥万达整租一室，独立厨卫，押一付一，随时看房无中介,高潮中心村,1500,https://sh.58.com/zufang/44676109400344x.shtml,121.473701,31.230416
单间 | 嘉城幸福港 2室0厅1卫 主卧 南,嘉城幸福港,2400,https://sh.58.com/hezu/44700210344999x.shtml,121.473701,31.230416
整租 | 丰庄四村，精装两房，交通便利，配套齐全，拎包入住，随,丰庄四村,4500,https://sh.58.com/zufang/44643812820113x.shtml,121.473701,31.230416
整租 | 草莓社区，精装整租一室户，独立厨卫，可养宠物，实体墙,胜辛南路800号办公楼,1500,https://sh.58.com/zufang/44621239016587x.shtml,121.473701,31.230416
整租 | 紧靠嘉定新城地铁 精装全配房源  大套户型,海伦堡海伦广场,3200,https://sh.58.com/zufang/44502366186526x.shtml,121.473701,31.230416
单间 | 嘉城新航域 3室1厅1卫 次卧 北,嘉城新航域,1200,https://sh.58.com/hezu/44659247305738x.shtml,121.473701,31.230416
整租 | 小区环境优美 人车分流  精装全配 拎包入住 随时看,宁兴上尚湾,6000,https://sh.58.com/zufang/44247866493956x.shtml,121.473701,31.230416
整租 | 江桥二村 精装1室1厅 南  随时看房,江桥二村五街坊,3300,https://sh.58.com/zufang/44503468279699x.shtml,121.473701,31.230416
整租 | 嘉定江桥万达广场13号线直达包入住独立卫浴员工宿舍有,万达城市公寓,600,https://sh.58.com/zufang/44543927133982x.shtml,121.473701,31.230416
单间 | 新城金郡(二期南区商住楼) 2室1厅1卫 次卧 北,新城金郡(二期南区商住楼...,1400,https://sh.58.com/hezu/44692099753888x.shtml,121.473701,31.230416
单间 | 可短租 无仲阶费 嘉定西地铁口700米 押一付一 民,阳光嘉苑,860,https://sh.58.com/hezu/44687188279177x.shtml,121.473701,31.230416
整租 | 真实 房源 地铁口附近不收中间费,金鹤新城中房公寓,4980,https://sh.58.com/zufang/44378135855892x.shtml,121.473701,31.230416
整租 | 我是房东，精装修独立厨卫 家具家电全配 随时入住,大学里,1500,https://sh.58.com/zufang/44702109898376x.shtml,121.473701,31.230416
单间 | 方宝佳苑 3室1厅1卫 次卧 南,方宝佳苑,900,https://sh.58.com/hezu/44692096258574x.shtml,121.473701,31.230416
整租 | 新出大宅风范城精装修三室二厅靠万达地铁十三号线看房随,大宅风范城,5000,https://sh.58.com/zufang/44742927398949x.shtml,121.473701,31.230416
整租 | 整租无中介独立厨卫 押一付一 拎包入住 配置齐全 精,靖远路1200号楼,1750,https://sh.58.com/zufang/44720772148123x.shtml,121.473701,31.230416
整租 | 真正做到拎包入住，洒脱无比！设施齐全，搭配心怡，卧室,江桥二村五街坊,1720,https://sh.58.com/zufang/44115605844516x.shtml,121.473701,31.230416
整租 | 嘉海雅苑(西区) 1室1厅1卫,嘉海雅苑(西区),4300,https://sh.58.com/zufang/44692056759968x.shtml,121.473701,31.230416
整租 | 无中芥费大众厂附近  复式平层都有 大床标间可选 领,沁富佳苑,1088,https://sh.58.com/zufang/44191368247324x.shtml,121.473701,31.230416
整租 | 轻纺市场附近 独栋公寓房 公交便利 免费班车直达 拎,家旺景苑,2187,https://sh.58.com/zufang/44524250196116x.shtml,121.473701,31.230416
整租 | 11号地铁口安亭站 精装修 领包入住 随时看房,安亭财富广场(北楼),1500,https://sh.58.com/zufang/44743114645908x.shtml,121.473701,31.230416
单间 | 翔黄雅苑 4室2厅2卫 次卧 南,翔黄雅苑,1300,https://sh.58.com/hezu/44678397535006x.shtml,121.473701,31.230416
单间 | 大阳台房  随时看房  押一付一   月付房租,云翔佳苑,1280,https://sh.58.com/hezu/44493441558801x.shtml,121.473701,31.230416
整租 | 永翔佳苑(西区) 2室2厅 南北通透 通风效果可以,永翔佳苑(西区),4000,https://sh.58.com/zufang/44499912854671x.shtml,121.473701,31.230416
整租 | 公寓直租精装全配大床房！干净舒适。押一付一，拎包入住,佳飞商务楼,1200,https://sh.58.com/zufang/44379532703882x.shtml,121.473701,31.230416
整租 | 金鹤新城中房公寓 4室0厅1卫,金鹤新城中房公寓,6800,https://sh.58.com/zufang/44691960259470x.shtml,121.473701,31.230416
整租 | 金沙丽晶苑二期，地铁13号线丰庄站，电梯公寓房，可燃,金沙丽晶苑(二期),5000,https://sh.58.com/zufang/44678333811869x.shtml,121.473701,31.230416
单间 | 沁乐佳苑近大众厂，押一付一，家电齐全，拎包入住,沁乐佳苑,800,https://sh.58.com/hezu/43783594780417x.shtml,121.473701,31.230416
整租 | 黄渡大众春盛苑，精装两房，东西全配，干净清爽，拎包入,大众春盛苑(公寓住宅),3000,https://sh.58.com/zufang/44378243810436x.shtml,121.473701,31.230416
整租 | 湖畔天下(别墅) 4室1厅4卫,湖畔天下(别墅),10500,https://sh.58.com/zufang/44405088969234x.shtml,121.473701,31.230416
整租 | 刚退，14号线口，租期灵活，可月付，正规一房一厅，随,嘉利坊,3000,https://sh.58.com/zufang/44724134017317x.shtml,121.473701,31.230416
单间 | 封浜房屋便宜出租，刚毕业人员首先，价格实惠,东华环球建材市场,800,https://sh.58.com/hezu/44742328958498x.shtml,121.473701,31.230416
整租 | 嘉定新城中心，附近有万达广场，十一号地铁线，周边配套,中信泰富又一城雅苑,4500,https://sh.58.com/zufang/44247463196563x.shtml,121.473701,31.230416
整租 | 阳光葡提公馆 2室1厅1卫,阳光葡提公馆,2500,https://sh.58.com/zufang/44691570080397x.shtml,121.473701,31.230416
整租 | 泰翔嘉苑，精装修3房，近南翔地铁站，古猗园，随时可以,泰翔嘉苑,4300,https://sh.58.com/zufang/44681409578789x.shtml,121.473701,31.230416
整租 | 嘉海雅苑 精装修近地铁2室2厅1卫 3500元月 电,嘉海雅苑(西区),3500,https://sh.58.com/zufang/44565535169428x.shtml,121.473701,31.230416
单间 | 塔城路800弄小区 2室1厅1卫 主卧 南,塔城路800弄小区,1350,https://sh.58.com/hezu/44691253443353x.shtml,121.473701,31.230416
整租 | 新房出租.方舟时代.精装两房.配套齐全.拎包入住.看,方舟时代广场,2600,https://sh.58.com/zufang/44182055719178x.shtml,121.473701,31.230416
整租 | 南翔云翔佳苑 精装2房 只要3400 看房随时,云翔佳苑,3400,https://sh.58.com/zufang/42667770995985x.shtml,121.473701,31.230416
整租 | 南北通户型 楼层也好 精装全配 周边的一套性价比房源,枫树林景苑(北区),4900,https://sh.58.com/zufang/44426793682698x.shtml,121.473701,31.230416
整租 | 嘉定蔷薇苑 2室0厅1卫,嘉定蔷薇苑,2500,https://sh.58.com/zufang/44694006231952x.shtml,121.473701,31.230416
单间 | 可短租 11号线嘉定西精装全配，民用水电，押一付一，,阳光嘉苑,880,https://sh.58.com/hezu/44687217125522x.shtml,121.473701,31.230416
整租 | 月付 随时看房 不收中介非 拎包入住 随时看房,中童巴比尼,999,https://sh.58.com/zufang/44723596882585x.shtml,121.473701,31.230416
单间 | 宫宵公寓 3室1厅1卫 1000元月 精装修 31平,宫宵公寓,950,https://sh.58.com/hezu/43970819845787x.shtml,121.473701,31.230416
单间 | 嘉定蔷薇苑 2室0厅1卫 主卧 南,嘉定蔷薇苑,1200,https://sh.58.com/hezu/44693972696098x.shtml,121.473701,31.230416
单间 | 精装单间，厨卫齐全，民用水电，南翔印象城，西环中心星,西环中心星信名邸,1030,https://sh.58.com/hezu/44493470877343x.shtml,121.473701,31.230416
