B站id,昵称,性别,回复内容
佛家准确的定义应该是：观法无我。[锦鲤][福到了][锦鲤],456439118,d瓦尔登湖b,保密
我差点以为自己点了倍速[大哭],36210461,阮小兔兔酱,女
这个姑娘好像也参加了舞神的节目，喜欢[打call],290559559,爱丽丝梦游仙境与我,保密
想学了去考试，但是太快了吧[捂脸],498992743,蹦起来打爆你的膝盖,女
老肩巨猾[歪嘴],49679595,风尘乱舞帕尔斯,保密
真的我太赞同那句 语言就是交流工具 大胆说就好了 说错多练练么,23544478,MurielBin,男
国内有一点风气不是很好，就是对新手没有过多的赞扬更多的是无视甚至带有诋毁。虽然我们常说要有勇于被讨厌的勇气，但是不得不说，人类天性是需要被同伴同类不断鼓励的。即使 阿德勒心理学流派 再有独特的正确性，我也没办法让自己完全在一片批判声中逆行而上。任何人都是。而当你达到一定高度时，你也同时几乎听不到任何有价值的意见，人们可能因为崇拜羡慕和自知力所不能及而无法不敢提成有效意见。有时候又会伴随妒忌心理产生强烈的反感敌视心理。,10478401,jack1940,保密
"感觉你这种视频的风格真好，就让我感觉好舒服，好安静。
不喜欢现在流行视频风格，几秒钟停顿然后各种音效，各种配乐，然后肢体语言夸张，感觉很不舒服。",3414493,啃德饭,男
英语专业8级听力考试现在开始[doge],35714810,扁桃仁布朗尼,男
怕就怕说中文时，总夹杂着些英文单词，就像是在吃夹生饭,21418746,我和老板的小三私奔了,男
学习语言的同时其实也在学习该语言环境的文化以及使用这些语言的人的思维方式。多会一种语言，看到的世界会更广。,21584381,平川玥,保密
我又来了，[tv_调皮][tv_调皮]前排给西比心。说真的我一开始就以为西应该是留学生一类的人，纯粹从谈吐和西爱好的影视剧中猜的。如果是错的请当我没说。理论上来说，我们学生的英语应该是很好的，毕竟九年义务教育，其中至少六年有学英语，但是可能仅限于理论上。因为事实上，绝大部分公立中学是把英语当数学教，基本的公式，基本的套路blahblah…我自己的学校在我们这里算出名的了也是这样。【学了七年又怎样，要是去考雅思还不是老老实实从头开始[热词系列_锤][热词系列_锤][热词系列_锤]】再加上大环境又莫名其妙地搞口音歧视，很多老师都是这样，在这种情况下，学生不敢开口甚至很正常。一开口就怕错，一怕错就更不敢开口了。我以前去补课的时候经常被路过的小孩子吊着锤[tv_笑哭][tv_笑哭][tv_笑哭]，但是后来开始和外国人交流，把脸皮磨厚就不怕了。[tv_点赞][tv_点赞],96949056,Limerencesky,保密
简介：我认为，对于自身文化背景真正有自信的人，才更容易接纳并融入到多语言环境。语言只是语言，没必要过度解读它的工具属性，更没必要给它套上太多过时的形容词。,399986403,橘漫汉化姬-猫言咕语,保密
同意预语言本身是工具，不该过分解读。但，相当一部分人在看一些视频的时候，在那争论纠结英语纯不纯正，以纯正无口音英语为荣，而不是只是当做语言本身去看待(其背后到底在意的是什么？优越感吗？虚荣心吗？我不知道）。英语为母语的国家，尚且会有口音，为何要中国人有纯正英语发音。,52758815,虚空使者1,保密
"我是川外英语专业毕业的, 其实有点故意不愿意在国人面前说英语, 就是怕别人说我装 13, 哈哈哈. 可能脸皮不够厚吧",9651660,SilentTyler,保密
英语真的是工具！！！我学英语的原因极其简单 因为实在受不了许多很好看的英文书国内译版那么烂 再有就是为了方便看mtc 烂番茄 还有去国际电影节看片子[微笑][微笑][微笑],168237019,他们说海里有鱼,保密
学语言这个东西 只要你说错了读错了那么你已经是在学习的路上了,700088,空巢老人flagggg,男
对的自信才不会在意  ，语言本身就是工具。我也很羡慕会很多语种的人,236886044,伊苏的花,保密
(⊙o⊙)哇，西西姐的这个声音[喜欢]太迷人了[tv_色][热词系列_爱了爱了]姐姐说得对，我们就是要对自己有信心，最自己最想做的那个自己，三连奉上[热词系列_三连],303250242,把酒祝东风与君共从容,保密
带眼镜非常有那味，还有那声音有吸引性。,196700024,520danbo,保密
能力永远是招惹嫉妒的原因,397200,兰羽蔷薇,男
"借李里西这个视频讲讲我个人学习英语的经历，和对学外语这事的一个感悟吧。
我的小学比较不错，我们是从小学一年级就开始了学英语，我真是直到上了高中、大学，才得知很多地方学英语要比我们晚很多，我个人感觉学外语早开始好像还是蛮重要的。
我一开始对英语的认知就是这是一门重要的学科，至于它为何重要，我其实没有认真去思考过。对我来说幸运的是，三年级时我们换了一位经验丰富的年长的老师，她的教法很棒，我一下入门了（一二年级就是位年轻时髦的老师，她算是让我对英语有了点兴趣，但并没能让我对它&#34;开窍&#34;）。从我个人而言，我学英语的第一个突破就是学音标，音标学会后即便不认识的单词我也能读出来，而我后来才意识到，这种能力真的相当重要，因为语言是阅读、口语、听力综合起来的，所以学习时也一定要结合着这几种能力来学才能达到最佳效果。
我的英语学习第二阶段可以说是从小学一直到大五，这期间我觉得对我帮助最大的就是自学《走遍美国》和《新概念英语》3和4。《走遍美国》这本教材很生活化，所以学起来很有实用感，还顺便了解了美国的风土人情（这个其实很重要，但我后面再讲），而《新概念英语》3和4都是小文章，用语是比较讲究的。其实这里有个小故事，我爸爸带我去报课外班，看到墙上贴了个励志小故事，讲一个学生把《新概念》3和4的课文都背下来了，然后英语变得跟母语者一样好，他大受激励，让我照做。于是给我买了个复读机，让我听着读课文的磁带学课文背诵。其实这个办法的好处我也是以后才想通。还是那句话，语言是综合性的，所以综合性学习是最佳办法。这个办法让我对英语有了一种语感，所以我后来考试的时候，能做到用一半时间拿几乎完美的得分。原因就是我做填空、完形填空之类的题，根本不用去看选项就能把需要的单词填出来。因为我背诵的时候背的是整句、整段，这让我对英语里如何运用单词有了一种把握，比如像在中文翻译一样的单词look、read、see、watch，如果你要硬去记它们的微妙区别会很难，但如果你直接记住了一篇运用了它们的文章，你就能理解它们的区别，而且你未必讲解的出来，你就是知道了。这种感觉就是英语思维，就像我们说中文时，会去拿捏一些词，你其实不会在脑子里想好你为什么要用这个词，不会去罗列理由，你会直觉性地选择某个词，这就相当于你形成了内置程序，而不需要再去加载一个翻译app。",4471676,草草Lyra,保密
说英语从来都不是问题，说中文更不是。说英语并不代表崇洋媚外，可确实要分清场合，毕竟英语是对外交流的工具而不是对内的。可就是有人偏偏喜欢在中文语言环境里彪英文，这就真的很奇葩了好吧！[怪我咯],520512235,搞萝卜嘞,保密
工具并不在乎对与错，只在乎为谁所用为何而服务。自卑和炫耀都是些不太好的事儿。,4545744,华丽啦啦啦,男
他是跟英国抢留学生生意吗? 学莎士比亚去美国干嘛?,35713953,chianghwa,保密
美国属于那种跟你讲理，但他自己从来不讲理的那种国家。他想让中国人都学他们的理，就是想要把中国变成可以任由自己使用流氓手段欺凌的对象，就这心眼和气度还想糊弄谁呢？[tv_鄙视],228020211,时间流中的肥宅,保密
知识无国界的知识只是针对人人都会的普遍知识[doge]有国界是因为这种知识已经过于强大了,19605948,月亮情人,男
中国本来就不弱好么，只不过现代转型慢了一步,545499113,bili_74864263516,保密
美国本来就没有属于自己的文化，这就是为啥这次疫情他们为啥控制不住的原因，最重要原因。因为无知，所以我们天天才看到种种笑话，说白了，他们只不过是一群暴发户而已，大金链子小手表，让人看不起,476972719,和日光同尘,男
我觉得郑强教授有句话说的很对:知识无国界 掌握知识的科学家有国界。,106435834,Leehom王力宏,男
"美国人慢慢开始明白了
为啥中国的崛起之路叫做中华民族的伟大复兴
为啥中国可以复兴的这么快
在一个拥有五千年文明的历史大国面前
他们也感觉到了那种不自信
这其实是一个正常现象
中国比任何一个国家都知道
如何成为一个有责任的大国
以上是UP的简介，写的很好 ，但我有不同的理解，
这个简介看起来很正面，但其实兔子的崛起有很多因素，我最看重的其中之一是兔子地大物博，我不知道这些资源能否再生，但如果有一天兔子大量消耗的资源没有了，会不会去掠夺呢？
我同意兔子现在是复兴，因为没有掠夺，靠自身的资源就能成长，当然这是离不开兔子的努力的，同时我并不反对掠夺，因为这是成为强者的特权，因为一切只是为了生存，我们的生活环境充满了博爱，互助，正义，但我也不反对这片美好的生存环境外围是被阴谋，掠夺等其他手段所保护的。",480199703,小迪神神,保密
"B站高中升初中生比较多，给大家科普一下，到了大学以后，学科被分为两个派别，自然科学和人文社会科学。文科是人文社会科学的一部，但是文科除了学习语言的，出国留学的真的很少，因为真的没什么必要。像社会科学部分出国的也不多，因为奖学金补助给的真的很少，学费特别贵，像是经济学工商管理还有金融学。
理工科好一些，奖学金很丰厚。",419369610,天行之通,保密
所以说美国的文科有什么学的？他们连历史都没有,355941836,白马非马_黑人非人,男
不光莎士比亚不是美国人，普朗克、波尔、海森堡、薛定谔、波恩、狄拉克以及大名鼎鼎的爱因斯坦，这些量子力学奠基人开拓者们在发表其相关学术成果时也都不是美国人。,28001766,Leo的科学世界,保密
文与理的对抗远远比“时间”更像错觉。可以这样说，文因直接研究神而在对神本身的领域比理科更了解更擅长，这就是为什么思想能够控制科学家。但是理科不开口，文科成不了神。,352148746,源九郎判官,保密
"有人说：就美国也配谈文化，他有文化可吗？（不屑的口气）

有的，我的同胞。人家真的有...
美国这个合众国，和我们不属于一个类型的国家，首先我们要放弃以我们文化视角去看他们，才能较为客观的去看待美国文化。而且不能单一化视角去看，要多维度去看。

美国在屠印后，完成内部的文明肃清。开始大规模改造北美土地的关联性。在文化上来说，那是美国非常激进的一个时期，大量的新商业模式，文学作品，新媒体形式，都在进行着对新工业时代的哲学及价值诠释。

美国强调个人化的自由，碎片化的民主。在独立宣言而后的诸多文化延伸中，体现出来的包容性，其实在那个时代是非常强势的。

再由良好的地缘优势，大量的工业品冲击老牌列强固有领域。又在两次世战中攫取大量政治，经济话语权。完成了从上到下的，对于文化的彻底树立。对于一个超级大国，经济规模极为庞大的情况下，其文化产业能带来的产值高达20%+，足见恐怖。

与美国有嫌隙的国家，政体，无不面对着美国文化方面的入侵和腐蚀，我们本身就深受其害。上世纪70-90年代是中国人最受其辐射的时代，有幸经历过的同胞应该多多少少知道些。而且，慕美崇洋流毒至今。",41373423,呀哒呀哒S,男
之前美国把中国科学家暗杀了，留学生还是回国吧，不然走不了了,14670914,shusen123,保密
[呆]有几个留学生回国前夕，莫名其妙死亡的，说是精神问题导致自杀，呵呵。美国CIA真是无孔不入。[呆],347165119,剑锋不留情,保密
亚裔就是比白人黑人更努力更聪明[吃瓜],475636334,恭亲王1,男
就在许多网游嘲笑莎士比亚不是美国人，中国5000年的文化底蕴，根本不用去学习美国文化的时候，UP主的解说不失为另一种解答。,23439428,老司击,男
西方一直自称是希腊文明 的继承者，是柏拉图 苏格拉底 亚里士多德的学生，其实他们一直掩饰自己骨子里是北欧维京海盗后裔的事实，骨子里就以抢劫偷盗为生,21659299,外艾优,保密
华裔成绩比非裔，白裔，拉丁裔好的多得多，快乐教育愚弄了底层，也毁了美国的未来,2693072,番外篇one,保密
你文科有什么值得学的,385959641,新未来派,男
锁国吧  我大美差啥 地大物博,25007067,叶恋秋日,保密
这不是自信，这是自大,179537707,CNA一长风,保密
因为无知，愚民啊！看看印度的文盲率，咱们几十年前也说过赶日超美的豪言壮语~朝鲜编的段子更离谱，人民更激情…没了墙，出了门，就冷静了,9882608,omikosun,保密
印度盲目自信要怪中国，因为印度中国身上看到一个道理-人多就能发达！可惜并不是这样.....,483468923,土怪器,保密
印度人的蜜汁自信是谁给的，广州人给的，蜜汁叉烧啊！,16368083,水晶萄,女
那么嚣张还有一个原因，中国的战忽局同志把这些阿三忽悠的已经找不到北了。,173276640,只是个路过的小明哥,男
骚图一大堆,23206704,托马斯小灵车,保密
哇塞诶，好骚的声音啊！,320817903,the-Star-Fox,男
看到美国新冠病毒严重，看到一群人说美国冲冲冲，我觉得这些人不懂得珍惜生命，好歹美国人也是人命，川普冲还差不多，但看到印度新冠病毒严重，我只想说印度给爷冲[doge],356927011,不做人的一天又开始了,保密
喝了恒河水，保证下辈子躺进棺材。请不要贪杯。[吃瓜][吃瓜],277679745,有朝1日,男
"新冠还真的导致谵妄症[笑哭][笑哭]
BV1ok4y1673s",359102523,睿智瑞子,保密
我想了十天都没想明白[doge],107942400,无双大红薯,保密
"好家伙
战略忽悠局需要你这种人才[doge][doge]",99389069,彦页木口,女
又一个宝藏博主[妙啊],627947325,盐盐子阿,女
感觉up发现了印度的财富密码[吃瓜],336090878,该用户已被移出服务区,保密
给战忽局的同志加鸡腿[呲牙][呲牙],226279351,kaaiiii,女
未来考古的人们听着，这个up以后必火无疑[热词系列_吹爆],273168524,-中梓星-,保密
"在这里我教三哥几招
1.由国家成立肉类专基因农场大幅度拉低肉类价格并提高蔬菜价格。
2.鼓励国内炸鸡快餐业的建立并每月发送给公民大量炸鸡免费券。
3.建立公立免费医院，但是限制医生诊断次数，一个医生一天就诊断几个人，今天看不到就排队。
这3步下来公民只会说三哥好，但是平民能过60的将非常少[妙啊]",1900894,大奈奈菌,保密
521粉丝,489643943,核平叶-ML,保密
他们的政府和媒体都在“愚民”性质的鼓吹印度的成功。,484737990,逻辑酱酱,保密
谢谢up主,398003914,我是男神up主觉得很赞,男
书同文，车同轨，大家以为秦亡于二世，其实到现在我们还在秦始皇规划的蓝图里。,238389021,菊花开尽更无花,保密
"某一天，中印边境发生了冲突
我方士兵:  报！敌方使来10辆摩托车！
司令:  这点小事都和我汇报，带15个人前去应对！
N分钟后！
我方士兵:报 司令  ！！
司令:又怎么了？？？？
我方士兵:那10辆摩托车上有300个人！
司令:。。。。。。。。",377576606,专治脑c粉,保密
我：印度为什么自信呢？印度：“谁叫中国看得起我们！天天在大街上打快速打印，所以就是我们太强！”,546201573,你嗝屁了吗,男
印度难道不是亚洲第一吗？,207030781,傲娇拉车驴,保密
怎么说呢，总感觉短期大敌肯定是鹰酱，但是从长远角度来看，龙象必有一战，战略上蔑视对手，战术上重视对手（万一他们也有战忽局呢[笑哭]）,371768462,一只不愿意说话的小辰,保密
"如果放在国际视野中，印度还算不错的。工业强国也就欧洲，东亚，东南亚，美国。差一些的就到印度，澳大利亚，加拿大了。
印度最大问题，按照中国人视野，就是宗教和种姓制度束缚了人。但中国无神论，崇尚奋斗文化传统在世界上就是异类，太祖这种逆天的人放在人类历史上都是极少。",648115265,账号已注销,保密
作为一个中国人，我对于中印两国之间的紧张气氛感到非常痛心这么好骗的冤大头不能拿来赚小钱钱太可惜了[热词系列_泪目],31947237,海滨的海滨,保密
已举报，内容背景涉黄[doge],284704507,时柚青鬼,保密
三哥的肉感女明星还是不错的。,480768475,一马当先斩后奏,保密
三哥的制造业啊。。。那可以说是魔幻了，整个就跟炼金术一样，人家造一架战斗机的零件到三哥手里能造俩,11538695,老寒霜菜,男
印度确实是亚洲第一，他喜欢当第一就让他当呗。我们落后我们的呗。,637706476,波澜不惊刘不云,保密
改了名字没币了，好可惜(＞＜),546201573,你嗝屁了吗,男
制度才是印度最大的问题,276346939,来个汉堡包,男
我正好是玩生物的，这种南极远古病毒确实有可能，但是这个概率吧……这么跟你说吧，理论上一把菜刀可以砍死全球人[滑稽],11335984,所以我们选择C项,男
关于列强喜欢印度的原因：就像它们思恋大清类似[doge][doge],484469439,战忽大政委,保密
我国文化是真落后，确实和我国实力不匹配。,288016497,胡乱一手,保密
印度:悔恨实力不济吧 中国,25619766,紫琪艾丽莎,保密
我还记得局座讲过毛熊日常割肉三哥[doge]三哥还真实人傻钱多,520741587,法师KOS,保密
哈哈哈哈，我是第一个赞(●°u°●) 」,546201573,你嗝屁了吗,男
鬼楼应该整治,557903739,莲花的呼唤,男
作为90后很有感触，小时候总觉得美国人，中国香港都是高级到不得了，金碧辉煌的，现在呢，更多时候觉得，有啥呀，你有的我们也有，没有的，努力以后将来也会有的。中国要做的不是追赶，而是是重塑世界规则。,85648360,夏哒夏哒,保密
复兴的路还很长，我们仍然要努力奋斗！以前我也曾听说过哪些米国，脚盆国的故事。当时震惊的不行，也自卑的不行……后来懂事一些，才在书本中知道，原来我们中华文明曾经那么的辉煌！那么灿烂！汉唐宋明！我的妈呀！5000多年一直是世界之颠啊！我们才睡了200年而已！努力工作，努力生活，感恩社会，回馈祖国！我们一定能实现我们的大国梦！,302064137,笨贼小峰,保密
有钱了，就是制度优越：没钱的时候，外国的月亮都比你家的圆。举个例子，小时候，费列罗抢手货，只能靠姑父从美国带：现在很多婚宴周岁都是这东西。国家的发展潜移默化的转变了很多人的心态。但有些人不能适应或者也可以说还没有到哪个阶段，同时作为一个发展中国家我们要走的路确实还很长。这不是光下层民众这样子的，参考江南大学7人宿舍的例子。这种管理层算是地区上的精英阶级了吧，不还是这样？ps：韬光养晦，努力提升自己的国际地位其实导致了这类事件不可避免。,11678668,瓢太郎,男
up神预言，牛牛牛,29759738,Mincy米,保密
&#34;怎么洗白？就是抹黑受害人。”这不就是日本嘛。,378908322,复活阿伟,男
"up说的太赞了[打call]
说话听着真舒坦[吃瓜]",33134134,为人橙子,男
印度要饭人很安详，这个梗，拜矮大紧所赐！！！[呲牙] UP主，继续加油，一直关注你！！！,506785596,淦水汲金,保密
视频中想要说的“公知”，我认为其第一个标签是“唯我”，“我”才应该是这个社会的主角；第二个标签是“我妒”，始终融入不了主流圈子；第三个标签是“歧视”，对信众的歧视，用知识降维打击，信“我”则“灵”，第四个标签是“诡辩”，某才子被骂就是知行不一，早年不嘴炮时出手就是穿云箭，你瞅瞅现在，仿佛皮囊里住着个剧团，总能在合适的场景晒出合适的角色，能抽出不同的武器鞭挞你。,1135748256,越听越心寒,保密
神预言，三连了,13320951,呆小登,男
我是来学习如何骂人不带脏字的！！！！,622001554,风雪阳关道,保密
"没走出去都会觉得外国高大上，出去一段时间后回来发现落差就有了，觉得外国乡村，再两边跑了几年发现了国内在细节上还是有些地方要改进，于是可以推动国家发展以及完善了。
不媚洋崇外，但也不盲目自大，发现对方优点再改进自己。",6052248,口呆鸭鸭,保密
12.27过来的我看了一下日期，好家伙预言帝,13237478,阿西莫得钱,保密
网上不敢夸呀，夸了你就是战狼粉红，马上会有一群反思怪让你反思,555370530,小破站非正式用户,保密
对，让他们去美国拍电影上综艺[呲牙],406962810,熊猫是怎么叫,男
啊这，搅屎棍就不必了吧，这不是连骂自个儿都骂进去了吗,274947778,南山已注册,保密
这一期应该被顶上去，up有理有据，成功预言大选结果[吃瓜],9037575,白色石头,男
作者真是苦口婆心啊！希望您多出视频，能讲明白一个是一个。,506269899,中天夜空,保密
公知把控舆论界，文教界！,588517585,bili_71610804966,保密
我又又来了，三连走起,617561937,bili_52595186225,保密
坚持四个自信,523201251,赏花是一种心情,男
非常棒的视频，希望观看的人越来越多。,410543517,自由自在885,男
[吃瓜-圣诞][吃瓜-圣诞][吃瓜-圣诞][吃瓜-圣诞][吃瓜-圣诞][吃瓜-圣诞][吃瓜-圣诞],278035792,童心未泯呦Zz,保密
说实话我最佩服雷探长的不是他去了这么多的地方。。。而是他英语这么烂还去了这么多地方[小电视_笑],8318210,hunterzou,保密
珍惜雷探长的每期节目因为都有可能是最后一期(｀・ω・´),34363108,全b最浪,男
大夏天的……裹成这样也挺难受的吧[小电视_发愁]不过至少还能露脸,45374791,吾名为头像是也,保密
女孩的大腿比雷探长的还粗(⌒▽⌒),21418746,我和老板的小三私奔了,男
B站的人呢么友好，能不能让我上才雷探长的热评，担心以后雷探长遭遇不测就不能上雷探长的热评了(&gt;_&gt;),36233058,Rabbit-Rapper,男
震惊！伊拉克女性竟这样！阿富汗女性究竟说了什么？(=・ω・=),35041165,晧夜一字文,女
"持绳握矩 决雍疏流
　　终伏大水 复归东游
　　治得沃土 以飨兮九州
　　何必叩首 以求方舟",111547007,手握西瓜刀的赤帝子,保密
我很好奇就雷探长的英文怎么跟边检人员交流这么复杂的东西,34561258,法苏来感动我吧,保密
还好雷探长不去叙利亚。。。,87970243,破站害人,男
(｀・ω・´)为什么雷探长老是让外国人唱歌，人家难道不会认为“这sd到底想表达什么一见面就唱歌”么,36999646,收藏夹有宝藏的四糸乃,女
雷探长的每次摄影都可能成为将来的影响资料,52003730,超人太胖不会飞,男
雷探长见人就让人唱歌，放在中国大街上，你让人唱歌，别人不以为你是神经病阿，不认识还突然让我唱歌,31373890,人看在字时会动自排好,男
唉，伊拉克也是被战争摧残的国家，希望世界和平,95761123,想吃屁的路人甲乙丙丁,男
弹幕别说什么故弄玄虚   世界不经常发生些奇葩事   都怀疑自己活在天堂   而不是人间！世界那么大  却井底之蛙   危险地方很多的,25332791,欧朋赛克,保密
🙃¡ǝɹɐ noʎ oɥʍ ʍouʞ uɐɔ I os uoʇʇnq ǝɥʇ ʞɔı̣lɔ uɐɔ noʎ &#39;ƃuǝʇuɐpǝpuɐı̣x lǝǝɟ oslɐ noʎ ʇɐɥʇ suɐǝɯ ǝƃɐssɐd sı̣ɥʇ pɐǝɹ uɐɔ noʎ ɟı̣ &#39;ǝƃɐssɐd sı̣ɥʇ uı̣ ƃuı̣ɥʇǝɯos noʎ llǝʇ oʇ ǝʌɐɥ I :ɹɐǝp ʎɯ,57755219,向局座看齐,保密
做了无数人不好做的事，祝雷探长一路平安,11206520,听雨一杆梅子酒,男
很佩服你的勇气，很喜欢你的视频，所有币都投给你了,36234405,愤怒的HelloKitty,保密
不容易啊，探长注意安全。,13750799,折磨扭蒙拉,保密
封面真的美到了，感觉很像电影宣传海报！,281725606,盧靖姍,男
实枪核弹。。。,23533072,拉菲·卡西迪,保密
"《菊史——斯卡里欠传》
王亨利为人凶强侠气，而胆大于心。以其容颜之伟，游历之广而得取伊拉为妻。先帝拉盖娅颇喜之，纵国之上下皆哂亨利“小白脸”，仍力排众议，使贾尔马里斯封于其下。
时人问之，先帝曰：“乱世之下，先德先能？亨利义薄云天，掷万金而固产，可谓有德。上马则身先士卒，可谓有能。吾女心许之，位于其众二奶之上，与乱世之中可得安宁。何如？”
众服。
然生变，贾尔马里斯处于前线，战火绵延。一日，贾尔马里斯陷，伊拉亦为人所辱，然亨利无为，竟日与劫匪盗贼嬉闹。先皇不言而气上心头。
臣言于众将士，曰，帝心有变。
三日内，帝连发数诏，置皇族于众封城之上，言皇族乃为神言，当作“人间神”。众将站队，心无反意者皆呼先帝贤明，欲反者视帝之大能，无言。
此时，亨利征战在外，未知国之有变，攻贾尔马里斯而邀功。既先帝心意已变，而不予贾尔马里斯，仅以一城遗之。
亨利心有怨怼，而访胡，收其弓兵。待其归城，则筛良骑教佃农骑射，未时，其农民言其经商，实则武力过人而忠于亨利。亨利得本，足可一战。
帝国有一将，名“尼卡索尔”，早与亨利有所往来。困于势力，虽知亨利受屈，而无可助。亨利计上心头，火烧一村。
尼卡索尔请出战，得许，言于众人曰“必杀亨利”。实则以良驹，精兵，美食遗之。
亨利与之言笑，曰：“我国之内，众人皆欲诛我，而我国之外，良友皆为我愤。此必有小人于帝身边讥我，我此时起兵，所为靖难！”",1912133,Kara_16,男
我是一位帝国精锐重装骑兵，一开始时，我还只是个农民，直到王亨利发现了我，他教给我骑马，教我用枪，我十分感谢他，所以我也拼命努力，成为了一名精锐骑兵。有一天，他把我带到一个村庄里，他对我说，我能力越大责任越大，我需要教会他们我的技能，我想，我也要出师了嘛，心里很激动。就这样，我教会了一名又一名骑兵，王亨利每次过来，都会带走他们，只留我一个。渐渐地，他不来了。几天后再见到他，我找不到我的朋友们了，听说是去城市里当了守卫。他过来，我很高兴，往他那扑过去，但他什么也没说，反而让人将我拉走，村子里的人换成了骑射手。他冷酷的眼神我现在都记得。后来，我心灰意冷，当了一名雇佣兵，竟然在战场上碰到了他，我想去和他打招呼，但只听到一句：哼，帝国精锐骑兵，垃圾。我便倒在了他的大刀下,39587235,飘飘纸q,保密
我是伊拉，南帝国公主。我那饱受皇族思想缠绕的母亲，总是想让我作为她外交的手段。她带我见了一位位贵族，一位位皇子，可没有一个人打动得了我的内心。直到，一位叫做王亨利的先生出现在我的面前。见第一面时他只有45个士兵，甚至在这个世界上还没有什么人听过他的名字，但他的谈吐，他的“胸怀”让我神癫魂倒。随后的事情如顺水推舟，我被以7000的价格达成了交易报价。噢，我看着王亨利先生，我的丈夫，为我的国家攻城略地，他近战刮痧，他身先士卒，他有万夫不当之勇，也会为走失的女孩牵绳搭线。他给了我一位帝国新兵，然后就把我丢在了交战的前线！负心汉啊，快来救我[tv_大哭],13342789,观星者Tom,男
"太阳落下得太快，比部队行军的速度还要快。
太慢了，我这样想。三个骑士，连同刚征召不久的一群农民，剑尚且拿不稳，防具也简陋至极，我甚至忍不住去想象他们被骑兵屠宰的样子，那哀嚎声是我这辈子不愿意再听见的。
太慢了，我想。如果不能及时把这群人送进城堡，在这平原里，我抵抗不了任何风险。其实开战也是几天前的事，但每个人都在忧心忡忡。恐怖的气氛蔓延着，这场战争，不会有好结果。
我敦促他们加快脚步，入夜以后，也不能在路上休息，他们显然在抱怨我的苛责，然而他们不知道他们会面对什么。
我知道，我很清楚，尼卡索尔、米洛斯这些穿着重装铠甲，带着利刃，身边环绕着骑士和老兵的家伙，接连被一支军队屠杀。尼卡索尔给我描绘过那个画面，他气息不太均匀，不停地停顿，摇头，每一句都要加上脏话，最后在羞耻的哭泣中结束。
“骑兵，我看到了骑兵！”侦查兵的大喊让人群沉寂了短暂的一瞬间，紧接着是骚乱。我的骑士迅速靠近我，我立刻大声问“什么方位？”
“应该是北方，大人。”
“所有人！全速进入西边的树林中隐蔽！”没有一丝犹豫，我下达了指令。他们这群混乱的杂兵，带着装备，连滚带爬地跑了起来，这正是我想要看到的。
王亨利，我知道那个人，传说他同恶魔做了交易，长得也和恶魔别无二致。他是残暴和疯狂本身，没有人心。也有人说他的妻子被俘虏，他因此发了狂，挑起战争，不断地杀戮，就连他的女王，也不能让他臣服。这狗东西带着几十个骑射手，像是围猎一样，把所遇见的所有队伍围成一个圈射击，而王亨利本人则握着恐怖的长刀，不断地从每一颗头颅上挥过，一刀一个。
这群人，在王亨利手里活不过一刻钟，只能希望他们在树林里能多跑掉几个，这是我唯一能做到的事了。
我其实并没有准备好接受命运。虽然我并不是家族中被偏爱的那个，虽然我尽力仍没有获得任何荣誉，然而有许多东西需要我去追寻，手中这柄剑伴随我才这几年，就要这样转手到别人手里。呵。
那么今晚，就让它饱尝鲜血的滋味吧。
来了，马蹄声音越来越近了，仿佛死神在背后袭来，他们迟早要从两边超过我，把我们围在圈子里。但是不能散开，散开就真的变成追猎了。“迎敌！步兵列阵！”我的心要跳出来了，一直在大喘气，周围的人都是这样，所以，轻松点吧。
“投降，或者去死”王亨利只对我说了六个字，他甚至在我通报家族名字的时候跟身边的人说话，他的大绿色脸盘子上面写满了轻蔑。
你知道夜晚的猎物被群狼追捕的感觉吗？他们的围猎开始了。",84286005,枯山看火人,男
"我只是一个普普通通的村民。我们村也有一些特产，和其他那些无名村子别无两样。直到王亨利来了。
那些精锐人马之中，难以置信的，有一个我们村出身的民兵。我不知道那个小兵做了什么，他是否有着不可思议的口才，只知道我们村的其他民兵像着了魔一样跟他一起追随王亨利离开了。他们留下了一个装备精良的骑兵。“从今天开始，由我来训练你们！”
一切都变了，我们村的年轻人一个接个变成了冷血无情的士兵，也包括我。我们所向披靡。我们村的家常话变成了战争，税收变成了劫掠，特产变成了士兵——尽管这一切只有王亨利知道。这个村子已然是王亨利的秘密军团。
在村子里，没人知道我们是精兵；而在军队里，没人知道我们只是一群村民。",14439320,光辉人头剑,保密
