marketplace,customer_id,review_id,product_id,product_parent,product_title,product_category,star_rating,helpful_votes,total_votes,vines,Impact_factor,review_headline,review_body,total_words,words_number,review_date
US,46341797,R1B2PL2TTUVSP,B000W3PH1W,721617315,pem31dmww%2d profile spacemaker ii%2dcountertop microwave oven %2d white,Major Appliances,5,0,0,N,1,Planning ahead,I currently have one of these that fits perfectly in the space I have.  Bought this one again as a spare.  Just in case... and we know that case will come at the most inconvenient time.  Very happy with this 800W model.  Does my jobs.<br />  It is pretty good for my 1964 vintage wired house.  Too many things plugged in and too many watts required at the same time makes for too many trips to the fuse box.,"['space', 'we', 'same', '800W', 'Bought', 'is', 'the', '/>', 'for', 'with', '1964', 'will', 'vintage', 'happy', 'model', 'too', 'Planning', 'my', 'to', 'Very', 'that', 'currently', 'of', 'case', 'have', 'again', 'time', 'perfectly', 'required', 'watts', 'Just', 'fuse', 'one', 'things', 'many', 'Too', 'good', 'in', 'as', 'and', 'spare', 'know', 'most', 'ahead', 'box', 'trips', 'It', 'come', 'Does', 'this', 'plugged', 'pretty', 'jobs<br', 'makes', 'house', 'a', 'at', 'I', 'inconvenient', 'fits', 'wired', 'these']",62,2/13/2013
US,23011103,R11S2CWZC3YA1C,B008F07MPS,168181302,whirlpool wmc30516as 1.6 cu. ft. stainless steel countertop microwave,Major Appliances,4,6,8,N,4.0,"works well, not liking the push button door release","Had 6 months.  It works fine as a microwave, but the control pad is a little small and you have to be careful where to push to get the button you want. Window is hard to see the food through, and it always fogs up making it even harder. I like the favorites program, but they should build in an automatic delay between stages. This is because if you program 1 min at high, and 1 min at 50%, you actually get about 1:15 straight high. A third stage would also be nice.  I don't like the push button door latch.  It takes a lot of effort, and if it gets dirty, is hard to clean because it pushes in 1/4 inch without any effort, making wiping it hard. It should have s simple handle.","['dirty', 'lot', 'even', '1', '6', 'also', 'want', 'straight', 'of', 'have', 'any', 'through', 'wiping', 'in', 'and', '1/4', 'liking', 'Window', 'fine', 'harder', 'a', 'I', 'it', 'always', 'food', 'button', 'gets', 'Had', 'This', 'program', 'actually', 'release', 'get', 'should', 'to', ""don't"", 'favorites', 'if', 'delay', 'between', 'inch', 'little', 'without', 'small', 'about', 'careful', 'takes', 'build', 'door', 'fogs', 'min', 'control', 'you', 'but', 'pad', 'hard', 'A', 'handle', 'they', 's', 'well', 'pushes', 'high', 'third', 'as', 'an', 'where', 'stage', 'latch', 'up', 'push', 'works', 'microwave', 'see', 'effort', 'is', 'the', 'would', 'stages', 'clean', 'like', 'because', 'making', 'be', '1:15', '50%', 'It', 'months', 'automatic', 'at', 'nice', 'simple', 'not']",93,2/9/2013
US,34687696,RPVDK2KFZW6J8,B005GSZB9Q,771401205,"whirlpool wmc20005yw  countertop microwave, 0.5 cu. ft., white",Major Appliances,4,1,1,N,1.0,Perfect for a craft room,"I expected this microwave oven to be smaller than it is. I was hoping for a small microwave to go in the craft room for my wife because she spends a lot of time in there and her coffee often goes cold, and instead of having to get up and leave her work, she can reach over and reheat her coffee. I didn't want something that takes up a lot of space. Well, this is about as small as I've seen, but I thought there were smaller ones. We don't have a lot of extra space so we bought this one. It works fine, I personally don't like the bright blue LED clock on the front but my wife doesn't mind. It does what it's supposed to.","['cold', 'we', 'craft', 'lot', 'supposed', 'We', 'want', 'mind', 'of', 'time', 'instead', 'leave', 'have', 'seen', 'often', 'in', 'and', 'reheat', 'smaller', 'bought', 'fine', 'over', 'a', 'I', 'it', ""doesn't"", 'room', 'oven', 'than', 'get', 'to', ""don't"", 'extra', ""I've"", 'one', 'was', 'Well', 'bright', 'something', 'so', 'small', 'about', 'go', 'she', 'takes', 'does', 'Perfect', 'work', 'for', 'but', 'my', 'expected', 'can', 'ones', 'spends', 'as', 'having', 'her', 'blue', 'goes', ""it's"", 'up', 'space', 'works', 'microwave', 'thought', 'clock', 'is', 'the', 'hoping', 'because', 'like', 'be', 'that', 'wife', 'personally', 'LED', 'what', 'reach', 'It', ""didn't"", 'on', 'this', 'front', 'coffee', 'there', 'were']",87,2/9/2013
US,14518404,R3MIOPG9F4SJTZ,B005GSZB9Q,771401205,"whirlpool wmc20005yw  countertop microwave, 0.5 cu. ft., white",Major Appliances,3,1,2,N,1,It's okay...,I have very limited space so the design to fit in corner is great. I only use for re-heating or defrosting so it is fine for that. Some of my dinner plates are too large to fit in it...so I use smaller plates for re-heating. I don't like the lack of number pad but I knew it didn't have one when I bought it. It DOES have it's own popcorn button...:),"['or', 'space', 'plates', 'dinner', 'is', 'the', 'for', 'very', 'okay', 'design', 'large', 'like', 'Some', 'pad', 'but', 'DOES', 'too', ""It's"", 'to', 'my', ""don't"", 'button:)', 'use', 'that', 'of', 'have', 'one', 'only', 'in', 'corner', 'smaller', 'number', 'knew', 'are', 'bought', 'It', 'own', ""didn't"", 'so', 'great', 're-heating', 'fine', 'popcorn', 'I', 'fit', 'itso', 'limited', 'it', ""it's"", 'defrosting', 'lack', 'when']",52,2/8/2013
US,45108025,R3RRIIKPJ38WF4,B003KI1W3I,984005611,sharp rmotda252wrzz microwave turntable motor,Major Appliances,5,0,0,N,1,GREAT PRICE,"The Motor fit perfect, works great, price was excellent.<br />Was much cheaper than new microwave A A A A plus","['perfect', 'The', 'works', 'microwave', 'plus', 'PRICE', 'than', 'A', 'excellent<br', 'was', 'much', 'new', 'GREAT', 'great', 'price', 'fit', 'cheaper', '/>Was', 'Motor']",19,2/8/2013
US,14830836,R1VC6RBEQY5MTE,B000W3JHHM,943347999,pem31smss ge profile spacemaker countertop microwave oven stainless steel,Major Appliances,1,0,0,N,1,pem31 microwave,All purchase and shipping activities were fine. Microwave door on this model not well designed. It sticks and won't open or close properly if the unit is not perfectly level meaning installation under cabinet must be virtually perfect. Appliance repair person told me this is always a problem with this model. Wish I knew that before purchasing.,"['designed', 'or', 'perfect', 'door', 'microwave', 'Microwave', 'Appliance', 'sticks', 'is', 'the', 'me', 'level', 'with', 'under', 'repair', 'before', 'meaning', 'be', 'model', ""won't"", 'well', 'that', 'told', 'activities', 'All', 'Wish', 'perfectly', 'if', 'properly', 'shipping', 'and', 'problem', 'open', 'knew', 'installation', 'virtually', 'It', 'purchase', 'pem31', 'on', 'fine', 'this', 'purchasing', 'close', 'must', 'unit', 'a', 'I', 'person', 'always', 'were', 'not', 'cabinet']",53,2/8/2013
US,31191547,R5JXAJDVTP6T5,B001QFYDSI,295520151,sharp microwave drawer oven,Major Appliances,4,4,5,N,3.0,Great microwave,"Plus - I've had this microwave installed for about 4 months now and I really like it.  It cooks evenly and in a predictable way...much better than the traditional turntable models.  The coolness factor is high and its easy for the kids to use.  I love how it fits in with my new kitchen.<br />Minus -  it's pricey for a microwave.  Considering, the price I expected it to have a few more quick features, like a 30 second reheat button (it will do 1 min).  The open/close mechanism is noisy and closes with a &#34;clunk&#34; .  The special cooking features are complicated to program so I have yet to use them.<br />Summary - It was worth the splurge.","['The', 'turntable', '30', 'special', 'with', '1', 'Considering', 'now', 'use', 'have', 'open/close', 'love', 'in', 'and', 'reheat', 'pricey', 'are', 'yet', 'a', 'I', 'it', 'installed', 'button', 'how', 'worth', 'program', 'than', 'to', 'complicated', '(it', 'better', ""I've"", 'was', 'new', 'few', 'so', 'price', 'about', 'had', '/>Summary', 'second', 'kids', 'features', 'Plus', 'for', 'waymuch', 'will', 'models', 'my', 'expected', 'high', 'more', 'do', '/>Minus', 'min)', '-', ""it's"", 'cooking', 'kitchen<br', 'microwave', 'Great', 'is', 'the', 'really', 'them<br', 'like', 'splurge', 'mechanism', 'noisy', 'cooks', 'easy', '4', 'factor', 'quick', '&#34;clunk&#34;', 'coolness', 'It', 'this', 'months', 'predictable', 'traditional', 'fits', 'its', 'closes', 'evenly']",85,2/7/2013
US,52063405,RDJ4INZUT08EH,B00012ORSS,305608994,sharp 950-watt 1-2/5-cubic-foot over-the-range microwaves,Major Appliances,3,3,8,N,-2.0,too early to rate the microwave.,"It is installed, it heats/cooks still after 4 days.  wife is disappointed in appearance, but it looks ok to me.","['microwave', 'is', 'the', 'me', 'but', 'ok', 'disappointed', 'too', 'to', 'appearance', 'wife', 'early', 'heats/cooks', 'days', 'in', '4', 'still', 'after', 'It', 'rate', 'looks', 'it', 'installed']",23,1/31/2013
US,12530606,RA9X2WNLFN7HB,B000W3JHHM,943347999,pem31smss ge profile spacemaker countertop microwave oven stainless steel,Major Appliances,5,1,1,N,1.0,Great Microwave.,"I bought this for myself about 2 years age and liked it so much that I bought the same one for my sister. I like it very much. Its a perfect size, easy to use, has a button for baking potatoes and other items. I recommend it very highly.","['perfect', '2', 'Great', 'Microwave', 'same', 'for', 'the', 'very', 'sister', 'like', 'has', 'size', 'to', 'my', 'that', 'use', 'one', 'easy', 'and', 'myself', 'much', 'Its', 'other', 'bought', 'recommend', 'so', 'this', 'a', 'I', 'potatoes', 'years', 'about', 'it', 'items', 'liked', 'age', 'baking', 'button', 'highly']",39,1/30/2013
US,13741932,RVP3G9XXKOE0U,B0058CLNBU,544821753,samsung smh1816s 1.8 cu. ft. stainless steel over-the-range microwave,Major Appliances,1,5,6,N,4.0,Problems have started,"Bought this microwave in June 2012 for a kitchen remodel. Its barley 5 months old and although I have not experienced the dreaded 5E error, the unit has already started acting funny. The last few days the unit will loose the time and display please set time. This AM while making oat meal for my daughter, I opened the unit and it was dead. No light like it was unplugged. Closed and the display listed all 0's across. Opened door again no light. After a few times the light went on and unit was operational. Subsequently  I did do the stop/enter key diagnostic test and all it showed me was 1816s (model) and 110512A, which I assume means 1105watts 12amps? I hope this is not a precursor to the 5E error? Thinking the seller acquired refurbished units from another party (i.e.Samsung, Lowes?) and has been pawning them off as new here. I am going to check to see if my appliance repair plan that I pay for from my utility company will covers microwaves, if not new unit for me.","['daughter', 'The', 'units', 'utility', 'meal', 'test', 'funny', 'from', 'time', 'have', 'while', 'in', 'and', 'days', 'company', 'display', 'a', 'I', 'check', 'it', 'times', 'Subsequently', 'microwaves', '2012', 'been', 'started', 'Bought', 'stop/enter', 'me', 'Thinking', 'This', 'seller', 'off', 'pawning', 'repair', 'Opened', 'all', 'Closed', 'to', 'refurbished', 'appliance', 'if', 'was', 'no', 'old', 'went', 'No', 'new', 'few', '5E', 'showed', 'Lowes)', 'loose', 'am', '12amps', 'plan', 'remodel', '1816s', 'unplugged', '(model)', '110512A', 'them', 'across', 'listed', 'party', 'door', 'experienced', 'for', 'acting', 'please', 'will', 'kitchen', 'did', 'my', 'means', 'covers', 'again', 'error', 'as', 'hope', 'Problems', 'dreaded', 'Its', 'which', 'another', 'do', 'light', '5', 'assume', 'see', 'microwave', 'pay', 'although', 'last', 'is', 'the', 'like', 'already', 'making', 'has', 'opened', 'oat', 'acquired', 'precursor', 'that', '1105watts', 'here', 'AM', 'dead', 'going', 'diagnostic', ""0's"", '(ieSamsung', 'on', 'this', 'June', 'months', 'set', 'unit', 'operational', 'barley', 'not', 'key', 'After']",124,1/24/2013
US,14464149,R3B796T7QR95MG,B004NXUJ60,523301568,microwave cavity paint 98qbp0302,Major Appliances,4,6,7,N,5.0,works great,"VERY smelly!!!<br />Be sure to scrape all rust out with steel wool, paint scraper, whatever it takes. The directions were minimal...I googled for more information.","['The', 'works', '/>Be', 'VERY', 'for', 'with', 'were', 'minimalI', 'all', 'rust', 'to', 'wool', 'paint', 'googled', 'more', 'smelly<br', 'out', 'sure', 'directions', 'whatever', 'steel', 'great', 'it', 'takes', 'scraper', 'scrape', 'information']",27,1/22/2013
US,16657665,RJ9J1SSBL4TX,B005GSZB3M,109226352,whirlpool wmc20005yb 0.5 cu. ft. black countertop microwave,Major Appliances,5,0,0,N,1,Great Microwave.,"A very compact, beautiful and sleek microwave.  Saves a on counter space and will accommodate a full size dinner plate.","['space', 'compact', 'microwave', 'Great', 'Microwave', 'accommodate', 'dinner', 'very', 'will', 'A', 'size', 'sleek', 'and', 'Saves', 'counter', 'on', 'full', 'a', 'beautiful', 'plate']",20,1/15/2013
US,22481710,R235JS7JVCGRYJ,B0011YFKMC,760984384,spacemaker jvm1540dmww over-the-range microwave oven with recirculating vent in white,Major Appliances,4,0,3,N,-3.0,Was Great what they showed is what we got,This was to replace a bad microwave in one of our condo's kitchen - it fit perfectly and looks good. Thank You,"['microwave', 'we', 'Great', 'is', 'This', 'replace', ""condo's"", 'kitchen', 'they', 'to', 'You', 'of', 'perfectly', 'one', 'Was', 'was', 'good', 'in', 'and', 'what', 'showed', 'our', '-', 'Thank', 'a', 'fit', 'looks', 'it', 'got', 'bad']",30,1/15/2013
US,49111600,RF64XU0Q9SSI7,B005GSZB7I,827502283,"whirlpool stainless look countertop microwave, 0.5 cu. feet, wmc20005yd",Major Appliances,4,3,4,N,2.0,Better than I expected,"If you're looking for a space saver, this is the microwave for you.  If fits so well in the corner of the counter top and I have twice the space I had when my old bulky clunker was still on the counter.  I haven't found a plate yet that doesn't fit in the microwave and only one conatiner was too tall to fit, but even that wasn't critical...just used another container.  The power is suffiecient for warming and cooking most foods.  I do wish it had a few more watts; around 1000 would be perfect.  Over all the compromise in power is well worth the additional space.  Controls are very simple although, I do wish I could increase the time in more than 30 second increments.<br /><br />Service was terrific!  The first unit arrived damaged by the shipper.  Replacement was fast and problem free.","['used', 'terrific', 'The', ""wasn't"", 'tall', '30', 'found', 'arrived', 'even', 'Replacement', 'too', 'of', 'time', 'have', 'first', 'looking', 'in', 'and', 'are', 'counter', 'by', 'yet', 'a', 'I', 'fit', 'it', ""doesn't"", 'Over', 'worth', 'very', 'than', 'all', 'to', 'suffiecient', 'wish', 'one', 'was', 'around', 'old', 'conatiner', 'few', 'so', 'saver', 'free', 'had', 'plate', 'could', 'second', 'perfect', 'for', 'you', '/><br', 'bulky', 'but', 'Controls', ""haven't"", 'Better', 'increments<br', 'my', 'well', 'expected', 'additional', 'more', 'only', '1000', 'most', 'another', 'do', 'compromise', ""you're"", 'warming', 'cooking', 'If', 'when', 'space', 'microwave', 'watts;', 'although', 'increase', 'fast', 'is', 'the', 'criticaljust', 'damaged', 'would', 'be', 'foods', 'that', 'container', 'problem', 'corner', 'still', 'power', '/>Service', 'shipper', 'on', 'this', 'top', 'unit', 'fits', 'simple', 'twice', 'clunker']",103,1/14/2013
US,33878573,RBUHOIPGCIIUV,B001QFYDQK,295520151,sharp microwave drawer oven,Major Appliances,2,1,5,N,-3.0,Just Installed it in a new kitchen,"Looks great. But you have to press Open and Close buttons to open and close drawer. Very delicate product. It is uncomfortable, unpractical to press these buttons everytime. I am sure they will go bad very soon. I will not suggest anybody to purchase this product","['But', 'delicate', 'is', 'you', 'very', 'will', 'kitchen', 'they', 'to', 'Very', 'have', 'Open', 'Installed', 'buttons', 'Just', 'everytime', 'press', 'in', 'Looks', 'and', 'drawer', 'sure', 'open', 'new', 'Close', 'It', 'uncomfortable', 'purchase', 'great', 'this', 'unpractical', 'close', 'am', 'soon', 'anybody', 'a', 'I', 'it', 'go', 'suggest', 'not', 'these', 'bad', 'product']",44,1/14/2013
US,38534065,R1BCIXJI33ZW0D,B005GSZB7I,827502283,"whirlpool stainless look countertop microwave, 0.5 cu. feet, wmc20005yd",Major Appliances,5,4,4,N,4.0,Tiny Perfection,"Fits a cup of coffee, dinner plate and popcorn. What else do you need? Fits perfect in my cabinet out of site!","['perfect', 'dinner', 'you', 'Fits', 'cup', 'Tiny', 'my', 'of', 'in', 'and', 'out', 'need', 'do', 'Perfection', 'popcorn', 'site', 'else', 'a', 'coffee', 'What', 'plate', 'cabinet']",22,1/7/2013
US,27881945,RK4304EVK0OHA,B003KI1W3I,984005611,sharp rmotda252wrzz microwave turntable motor,Major Appliances,5,2,2,N,2.0,Sharp Microwave Turntable Motor RMOTDA252WRZZ,"This product fit and worked as expected. For anyone wondering about how to install, there is a pattern of holes drilled in the bottom of the microwave around the turntable motor. To get to the motor, gently cut the metal between the holes to create a little door. Open the door, remove 2 screws then the motor, unplug old motor, plug in new one, drop new motor into hole, put 2 screws back. You're probably supposed to throw the &#34;door&#34; away but I bent mine back in there. Flip microwave over and plug it in, put turntable spindle back on and try it out. I recommend doing this out of sight of your spousal unit, and then take about 30 minutes to goof off. Then return microwave to spousal unit telling them what an arduous task it was but how you figured it out and saved the family $100.00. Should be good for at least a hug or a kiss or WHATEVER...","['or', 'To', 'Microwave', 'doing', 'turntable', '30', 'RMOTDA252WRZZ', 'supposed', 'of', 'away', 'telling', 'install', 'and', 'in', 'out', 'metal', 'over', 'a', 'put', 'fit', 'I', 'it', 'Flip', 'product', 'spousal', 'how', 'This', 'your', 'off', 'sight', 'create', 'get', 'to', 'motor', 'cut', 'anyone', 'return', 'For', 'one', 'plug', 'was', 'around', 'between', 'old', ""You're"", 'new', 'wondering', 'arduous', 'recommend', 'hug', 'WHATEVER', 'little', 'kiss', 'probably', 'about', 'family', 'drilled', 'them', 'door', 'screws', '2', 'Turntable', 'for', 'drop', 'Then', 'you', 'holes', 'but', 'spindle', 'expected', 'then', 'good', 'as', 'try', '&#34;door&#34;', 'an', 'least', 'gently', 'remove', 'Should', 'hole', 'Motor', 'microwave', 'figured', 'is', 'the', 'take', 'bent', 'be', 'throw', 'Sharp', 'Open', 'unplug', 'worked', 'saved', 'goof', 'what', 'pattern', 'mine', 'task', 'into', 'on', 'back', 'this', 'unit', 'at', 'there', 'minutes', '$10000', 'bottom']",110,1/6/2013
US,35112970,R3LARHXW38MIJN,B005GSZB9Q,771401205,"whirlpool wmc20005yw  countertop microwave, 0.5 cu. ft., white",Major Appliances,5,1,1,N,1.0,Exactly what I needed,This microwave works well. I wanted a microwave to heat my rice filled heating pad for my shoulders. It does that and doesn't take up too much space on the counter. I am very pleased.,"['space', 'works', 'microwave', 'does', 'needed', 'for', 'This', 'take', 'the', 'very', 'pad', 'too', 'to', 'my', 'well', 'that', 'shoulders', 'up', 'heating', 'and', 'much', 'pleased', 'what', 'wanted', 'It', 'filled', 'Exactly', 'counter', 'on', 'am', 'a', 'I', ""doesn't"", 'heat', 'rice']",35,1/6/2013
US,14778370,R9PKHPUR6D6QJ,B0058CLNBU,544821753,samsung smh1816s 1.8 cu. ft. stainless steel over-the-range microwave,Major Appliances,4,2,2,N,2.0,Really looks great,Looks and works great so far... the vent is really nice and powerful too... a bit loud when you set it at the highest but sure does work,"['works', 'does', 'work', 'is', 'the', 'far', 'you', 'really', 'but', 'too', 'powerful', 'highest', 'Looks', 'and', 'sure', 'so', 'loud', 'great', 'set', 'vent', 'a', 'at', 'looks', 'Really', 'nice', 'bit', 'it', 'when']",28,1/3/2013
US,11919183,R1BAMRB7EEGCM6,B005GSZB3M,109226352,whirlpool wmc20005yb 0.5 cu. ft. black countertop microwave,Major Appliances,1,9,12,N,6.0,Whirlpool,Wouldn't work.  Have to return it.  The word 'door' keeps showing up as if there is a problem with the door.<br />There is no problem.,"[""Wouldn't"", 'The', 'work', 'is', 'the', ""'door'"", 'with', 'Have', 'to', 'keeps', 'Whirlpool', 'return', 'if', 'door<br', 'no', 'as', 'problem', 'showing', 'a', 'it', 'there', '/>There', 'up', 'word']",24,1/1/2013
US,22588750,RTJBMSXQRTB2P,B0011YHN7M,147401377,ge jvm1540smss spacemaker 1.5 cu. ft. stainless steel over-the-range microwave,Major Appliances,1,7,7,N,7.0,Didn't work,"Received it and installed it. The fan went on and the fan blew but it did not heat.  It took me two months to finally get a repair person to come out but he guessed and ordered the wrong part (magnitron). It turned out to be something else, I can't remember what, so they have to order that. I am still waiting.  Fortunately my old microwave (Amana) still works out in the garage or I would be really frustrated. The repair person told me that GE has the most problems even though all the brands use the same components, from Korea.  Must be something about the GE specs together that blows things up.  I'll be staying clear of GE products from now on.","['he', 'or', 'The', 'part', 'same', 'even', 'now', 'specs', 'use', 'from', 'of', 'have', 'blows', 'order', 'in', 'and', 'out', 'a', 'I', 'it', 'installed', ""can't"", 'me', 'repair', 'Must', 'all', 'get', 'to', 'GE', 'blew', 'old', 'went', 'frustrated', 'guessed', 'though', 'something', 'so', 'ordered', 'am', 'wrong', ""Didn't"", 'about', 'problems', 'took', 'heat', '(Amana)', 'work', '(magnitron)', 'but', 'garage', 'they', 'did', 'my', 'staying', 'Fortunately', 'most', 'products', 'components', ""I'll"", 'clear', 'else', 'finally', 'Received', 'up', 'turned', 'works', 'microwave', 'waiting', 'fan', 'the', 'brands', 'would', 'really', 'be', 'has', 'Korea', 'that', 'told', 'things', 'still', 'two', 'remember', 'what', 'together', 'It', 'come', 'on', 'months', 'person', 'not']",90,1/1/2013
US,51994627,R35CPZSQEQ1QJW,B00009V3WT,459626087,sharp 1.1-cubic-foot 850-watt over-the-range convection microwaves,Major Appliances,4,6,6,N,6.0,The best available,"When our old Sharp &#34;over the range&#34; started to die (14 years of service and the display had become very dim and door starting to crack with quite large chips falling off we decided it had to be replaced). Finding an over range (gas) with convection and a good extractor fan proved difficult and so we decided on this Sharp product. At 71 lbs and with different mounting points from it's predecessor it was a difficult installation task - could not have been done by one person on their own.<br />Once in place however it is the greatest ! It is better designed than the one before with 2 extractor inlets placed to handle the heat from the gas range very well , a large ceramic turntable that is easy to clean PLUS it can be selected to &#34;not rotate&#34; which permits bigger dishes to be used as needed.<br /><br />Best of all it has a &#34;keep warm&#34; feature that allows warming serving plates as well as keeping unserved food ready  for &#34;seconds&#34; without the whole reheat cycle.<br /><br />Great product - would have given 5 stars but for the physical difficulty of installation ( in fairness that would have probably been much the same for any brand)","['used', 'warm&#34;', 'The', 'we', 'stars', 'same', 'decided', 'turntable', 'brand)', 'with', 'lbs', 'needed<br', 'before', 'different', 'own<br', 'allows', 'from', 'of', '(14', 'have', 'difficult', 'selected', 'any', 'in', 'and', 'reheat', 'predecessor', 'display', 'chips', 'by', 'over', 'convection', 'a', 'whole', 'it', 'food', 'falling', 'product', 'difficulty', 'been', 'started', '&#34;over', 'plates', 'keeping', 'cycle<br', 'proved', 'off', 'very', 'dim', 'than', 'ceramic', 'all', 'to', 'better', '&#34;keep', 'one', 'was', 'extractor', 'old', 'so', 'however', '&#34;seconds&#34;', 'mounting', 'range&#34;', 'without', 'probably', 'points', 'years', 'Finding', 'crack', 'range', 'greatest', 'placed', 'service', 'heat', 'had', 'could', 'door', '2', 'their', '(', 'At', 'best', 'for', '/><br', 'but', 'large', 'starting', 'handle', 'quite', 'well', 'can', '&#34;not', 'When', 'good', 'as', 'much', 'installation', 'ready', 'which', 'physical', 'an', 'serving', 'PLUS', 'rotate&#34;', 'our', 'die', '-', 'warming', '5', ""it's"", '/>Best', 'available', 'designed', 'unserved', 'gas', 'fan', 'is', 'the', 'inlets', 'would', '(gas)', '/>Once', 'clean', 'feature', 'be', 'has', 'fairness', 'bigger', 'done', 'become', 'that', 'Sharp', '/>Great', 'given', 'easy', 'task', 'It', '71', 'replaced)', 'on', 'this', 'place', 'dishes', 'permits', 'person', 'not']",147,12/30/2012
US,44943129,RUXOSU76EWIC1,B0058CLNBU,544821753,samsung smh1816s 1.8 cu. ft. stainless steel over-the-range microwave,Major Appliances,1,9,9,N,9.0,Bad Product,Microwave does it's job but door started sagging within first 30 days and the unit quit working within a year.,"['sagging', 'job', 'does', 'door', 'started', 'Microwave', '30', 'the', 'but', 'year', 'first', 'working', 'days', 'and', 'Bad', 'Product', 'within', 'quit', 'unit', 'a', ""it's""]",21,12/28/2012
US,44396923,R1ZX2C6HDN8UL7,B00012ORSS,305608994,sharp 950-watt 1-2/5-cubic-foot over-the-range microwaves,Major Appliances,5,1,2,N,1,New microwave,"We love this new appliance.  Just a few days before Thanksgiving our old one died.  I purchased a new one locally and after installation realized the door hinges are placed where we could not open the door more than a few inches.  Returned that one and went online and found this one at almost $100.00 less than what my local dealer could get it for me.  He agreed that I should order thru Amazon and not only did I receive it in less than a week, it fit, looks great and works perfectly!","['receive', 'door', 'microwave', 'works', 'we', 'thru', 'me', 'locally', 'the', 'found', 'for', 'Returned', 'before', 'purchased', 'than', 'We', 'get', 'less', 'He', 'hinges', 'should', 'did', 'my', 'died', 'that', 'local', 'appliance', 'perfectly', 'Just', 'realized', 'more', 'New', 'online', 'one', 'love', 'order', 'only', 'days', 'and', 'in', 'old', 'went', 'Amazon', 'open', 'new', 'installation', 'what', 'few', 'are', 'after', 'week', 'almost', 'dealer', 'great', 'this', 'Thanksgiving', 'agreed', 'our', 'inches', 'a', 'at', 'I', 'where', 'fit', 'looks', 'it', 'placed', 'not', '$10000', 'could']",70,12/27/2012
US,15556793,R3LOP36H9WFPJO,B005GSZB3M,109226352,whirlpool wmc20005yb 0.5 cu. ft. black countertop microwave,Major Appliances,5,1,2,N,1,Perfect size for table top microwave,"Simple to use, spacious, and compact. :)  Been looking for a microwave like this for a while.  The only drawback is it looks a bit like a old TV on the kitchen counter.","['The', 'microwave', 'Perfect', 'TV', 'is', 'for', 'the', 'table', 'like', ':)', 'Been', 'kitchen', 'size', 'to', 'use', 'while', 'looking', 'drawback', 'only', 'and', 'old', 'Simple', 'counter', 'on', 'this', 'spacious', 'top', 'a', 'looks', 'it', 'bit', 'compact']",32,12/26/2012
US,40629075,R3OIGVEO49MK81,B004NXUJ60,523301568,microwave cavity paint 98qbp0302,Major Appliances,5,5,6,N,4.0,Did the job,The microwave in our new house had corrosion and under the turntable. I sanded and cleaned for about an hour then sprayed this paint. I did have a little overspray but it turned out pretty well. There's a spot that looks like I didn't sand and clean well enough but there is plenty of paint left in the can to re-do it. It's good enough for now and the paint is holding up well after a month.,"['The', 'job', 'microwave', 'turned', 'turntable', 'sanded', 'is', 'the', 'for', 'under', 'clean', 'but', 'month', 'like', 'now', 'did', 'plenty', 'to', 'paint', ""It's"", 'well', 'that', 'of', 'then', 'overspray', 'hour', 'have', 'can', 'up', ""There's"", 're-do', 'Did', 'good', 'in', 'corrosion', 'and', 'out', 'holding', 'new', 'after', 'spot', ""didn't"", 'an', 'sprayed', 'this', 'our', 'pretty', 'little', 'house', 'a', 'I', 'sand', 'left', 'enough', 'about', 'it', 'looks', 'there', 'cleaned', 'had']",60,12/24/2012
US,44962010,R1LH8X2I1A9VHX,B000W3JHHM,943347999,pem31smss ge profile spacemaker countertop microwave oven stainless steel,Major Appliances,3,0,0,N,1,Difficult to Open,The push latch for the door is very tricky.  Sometimes it opens the door at once.  Mostly it takes repeated efforts.,"['push', 'The', 'door', 'is', 'for', 'the', 'repeated', 'very', 'tricky', 'opens', 'to', 'Open', 'once', 'Difficult', 'efforts', 'Sometimes', 'Mostly', 'at', 'it', 'takes', 'latch']",21,12/21/2012
US,11452438,R28FDEGAUJI8P9,B000W3JHHM,943347999,pem31smss ge profile spacemaker countertop microwave oven stainless steel,Major Appliances,3,1,2,N,1,"NO CHOICE IN PURCHASING, ADEQUATE PRODUCT","This is the only microwave made that fits into my pre-constructed custom cabinet space. My first one lasted 8 years.  When it wouldn't turn off, I ordered a new one.  The first one sent to me would not turn on.  Seems like something was wrong with the key pad. GE's fault,not the distributor or Amazon.  Called Amazon and they credited me immediately and charged /sent me a new one the next day which worked perfectly.  I just returned the first one in the original box with the scanner label they sent.","['or', 'space', 'lasted', 'microwave', 'The', 'label', 'credited', 'is', 'the', 'This', 'me', 'distributor', 'ADEQUATE', 'off', 'would', 'with', 'immediately', 'PRODUCT', 'just', 'pad', 'like', 'NO', 'CHOICE', 'PURCHASING', 'Called', 'returned', ""wouldn't"", 'turn', 'they', 'to', 'my', 'faultnot', 'next', 'original', 'that', 'scanner', 'first', ""GE's"", 'worked', 'perfectly', 'When', 'one', 'custom', 'only', 'was', 'My', 'and', 'in', 'Amazon', 'box', 'IN', 'new', 'Seems', 'day', 'which', 'into', 'something', '8', 'pre-constructed', 'on', 'made', 'ordered', 'a', 'wrong', 'I', 'sent', 'years', 'it', 'fits', '/sent', 'charged', 'not', 'key', 'cabinet']",74,12/21/2012
