整租 | 优尚公寓直租，近佐阾购物中心大润发，loft一房一厅,优城商务大厦,2680,https://sz.58.com/zufang/43561408828185x.shtml
整租 | 懿花园安静户型，钥匙在手，随时看房,懿花园,3900,https://sz.58.com/zufang/44787556661390x.shtml
整租 | 全新招租，不多说，看品质！懂货的你，直接预约看房！,莱蒙水榭春天(五期),2200,https://sz.58.com/zufang/45353692452022x.shtml
整租 | 深圳北站  鑫海公寓一房一厅  自带停车场   民用,鑫海公寓(龙华),3050,https://sz.58.com/zufang/44556880658332x.shtml
整租 | 鸿基新都 3室2厅2卫 3500元月 68平 电梯房,鸿基新都,3500,https://sz.58.com/zufang/45528690146720x.shtml
整租 | 清湖地铁口花园小区盛世江南两房两厅，家私家电齐全拎包,盛世江南,3500,https://sz.58.com/zufang/45463806403003x.shtml
整租 | 观澜二小旁  滨河花园大三房两卫 有车位带花园 随时,滨河花园,3500,https://sz.58.com/zufang/45538984104210x.shtml
整租 | 贤华名苑，2居精装修，环境很给力，价格不高哦！！只租,贤华名苑,3700,https://sz.58.com/zufang/45462255546141x.shtml
整租 | 双地铁口 稀有中低楼层 两房 全齐 4月初可入住,民乐花园,3400,https://sz.58.com/zufang/45497104467887x.shtml
整租 | 龙华百丽名苑 1房精装出租 花园小区房 停车免费 交,百丽名苑,2100,https://sz.58.com/zufang/45508314966312x.shtml
整租 | 6号线 元芬站 龙胜 精装两房 带阳台 家电齐全 拎,元芬花园,2200,https://sz.58.com/zufang/45527411229452x.shtml
整租 | 清湖地铁站附近交通便利家电齐全拎包入住阳台超大彩光很,美丽365花园,2900,https://sz.58.com/zufang/45484426603162x.shtml
整租 | 金地上塘道精装修标准的一房，诚意出租,金地上塘道(二期),3800,https://sz.58.com/zufang/45530023830050x.shtml
整租 | 沙元埔 两房直租 随时入住刚空置 家私齐全通燃气！,沙元埔48栋小区,3300,https://sz.58.com/zufang/45496427872663x.shtml
整租 | （首誉茜坑地铁口）业主上门放盘居家办公两不误看房速度,美佳华首誉(商住楼),4000,https://sz.58.com/zufang/45474593153671x.shtml
整租 | 四六号线 龙光玖钻 2室1厅2卫   精装修家私齐全,龙光玖钻,3600,https://sz.58.com/zufang/45099342174882x.shtml
整租 | 4号线白石龙地铁口附近，福田上班方便，交通方便，吃喝,逸秀新村,2350,https://sz.58.com/zufang/45384502509977x.shtml
整租 | 整租保利悦都  户型舒适 车位充足 阳光电梯房 租六,保利悦都,2880,https://sz.58.com/zufang/44146364873604x.shtml
整租 | 龙华核心区域，精装单间，配套齐全，拎包入住,书香门第名苑,3500,https://sz.58.com/zufang/45466663171621x.shtml
整租 | 世纪春城精装小两房，家私全齐，业主诚心出租，很配合,世纪春城(三期),3500,https://sz.58.com/zufang/45383876956299x.shtml
整租 | 地铁口精装2房，小区环境好，家私齐全，拎包入住,大信花园,3800,https://sz.58.com/zufang/45354367506443x.shtml
整租 | 万众城 华侨新苑 大两房  两房一厅 视线好 65平,华侨新苑,3900,https://sz.58.com/zufang/45363351110289x.shtml
整租 | 龙华地铁口青年城邦园精装1房1厅环境优美交通便利拎包,青年城邦园,3200,https://sz.58.com/zufang/45497274655770x.shtml
整租 | 梅林关口 书香门第上河坊 精致一房一厅 拎包入住,书香门第上河坊,3800,https://sz.58.com/zufang/45444870641564x.shtml
整租 | 松仔园 1室厅1卫,松仔园,2000,https://sz.58.com/zufang/45476849109681x.shtml
整租 | 白石龙二区 2室1厅1卫,白石龙二区,3600,https://sz.58.com/zufang/43438781833765x.shtml
整租 | 富联一区 2室1厅1卫,富联一区,2500,https://sz.58.com/zufang/45476663879706x.shtml
整租 | 福轩新村 3室2厅1卫,福轩新村,2600,https://sz.58.com/zufang/45476566096129x.shtml
整租 | 尚城雅苑 2室2厅1卫,尚城雅苑,3200,https://sz.58.com/zufang/45179214093059x.shtml
整租 | 悦湖大厦 2室1厅1卫,悦湖大厦,3000,https://sz.58.com/zufang/45410600844182x.shtml
整租 | 龙华华侨新村 3室1厅2卫,龙华华侨新村,3500,https://sz.58.com/zufang/45446816141999x.shtml
整租 | 嘉霖微商大楼 1室1厅1卫,嘉霖微商大楼,2500,https://sz.58.com/zufang/45475775952897x.shtml
整租 | 田背花园 3室2厅1卫,田背花园,3200,https://sz.58.com/zufang/45342256120992x.shtml
整租 | 两房2100起，直租，随时可以看房,通博花园,2100,https://sz.58.com/zufang/45521922337465x.shtml
整租 | 4号线 梅林关口 白石龙 二房一厅 它能带给尼温馨的,惠鑫公寓,2980,https://sz.58.com/zufang/43970193920901x.shtml
整租 | 银泉花园二房二厅精装诚心出租,银泉花园,3800,https://sz.58.com/zufang/45505800354578x.shtml
整租 | 观澜佳华领域广场一期  业主诚心出租，家私家电齐全，,佳华领域广场,2600,https://sz.58.com/zufang/45487040492059x.shtml
整租 | 清湖地铁口，近金銮国际，采光好，家私家电齐全，公寓直,富茂新村,3000,https://sz.58.com/zufang/45408696102547x.shtml
整租 | 上丰花园 1室1厅1卫 2000元月 45平 电梯房,上丰花园,2000,https://sz.58.com/zufang/45298064811784x.shtml
整租 | 4号线5号线鑫茂公寓带车位 天然气可做饭 精装家电家,鑫茂公寓,3300,https://sz.58.com/zufang/40661991596804x.shtml
整租 | 展滔大厦 牛栏前 U创谷 （两房整租）年底特价 精装,上油松村,2000,https://sz.58.com/zufang/44644159529118x.shtml
整租 | 出租，精装1房1厅，高楼层视野好，家私家电齐全拎包入,百丽名苑,2100,https://sz.58.com/zufang/45472185893639x.shtml
整租 | 龙华公寓大三房拎包入住 松和小学附 可随时看房 民水,警备区龙华公寓,3100,https://sz.58.com/zufang/45508886463931x.shtml
整租 | 龙华壹方天地附近（两室整租）停车.WIFI配套齐全,集瑞楼一区,2000,https://sz.58.com/zufang/44588586575784x.shtml
整租 | 小区房 龙华文化广场 松和小学旁 龙华公寓高层两房,警备区龙华公寓,3200,https://sz.58.com/zufang/45509347847559x.shtml
整租 | 大浪服装基地附近 华联丰大厦精装3房 花园小区 月卡,华联丰大厦,3500,https://sz.58.com/zufang/45516711526178x.shtml
整租 | 整租 无中介近地铁精装大一房，拎包住，民水民电，免费,创业花园,2199,https://sz.58.com/zufang/44490670384649x.shtml
整租 | 这么好房子，你难道不来看看，业主可以配齐家私电器出租,中森公园华府,4000,https://sz.58.com/zufang/44283574530853x.shtml
整租 | 鸿华中心 清湖北 三房一厅 押一付一 采光好 随时入,玉翠新村A区,2700,https://sz.58.com/zufang/45453309035653x.shtml
整租 | 民治天虹附近 潜龙学校对面单间降价出租 看房方便,潜龙鑫茂花园(C区),2300,https://sz.58.com/zufang/45322778581932x.shtml
整租 | 地铁口 阳基御龙山 精装俩房  空房出租 看房方便,阳基御龙山,3100,https://sz.58.com/zufang/45486764097432x.shtml
整租 | 4号线清湖北地铁口富联新村近保利悦都清泉小区富士康尚,富联新村,2480,https://sz.58.com/zufang/44622128304032x.shtml
整租 | 吐血价福田上班的看过来，红山地铁站精装大两房拎包入住,创业花园,2000,https://sz.58.com/zufang/44422866509586x.shtml
整租 | 茜坑地铁口 幸福家园3房2厅 采光通风好 拎包入住,茜坑新村,2800,https://sz.58.com/zufang/45444037584654x.shtml
整租 | 汇海广场，龙华天虹商场，超大阳台两房，家私齐全，可明,郭吓新村,2300,https://sz.58.com/zufang/44492114855310x.shtml
整租 | 茜坑地铁口幸福家园 三房两厅 精装修 家私家电齐全,茜坑新村,3000,https://sz.58.com/zufang/45310450971529x.shtml
整租 | 红山地铁口 东泉新村 6979商圈 采光好 民水民电,东泉新村,2299,https://sz.58.com/zufang/45275945372826x.shtml
整租 | 直租居家精装修拎包入住，视野无遮挡，厨卫分离可用燃气,悦湖大厦,3000,https://sz.58.com/zufang/44557213621907x.shtml
整租 | 4号线直达福田 家电齐全电梯房 高楼层南北通透 大阳,逸秀新村,2500,https://sz.58.com/zufang/45329243078300x.shtml
整租 | 腾龙路龙塘新村 2室1厅1卫,腾龙路龙塘新村,2800,https://sz.58.com/zufang/43508144244101x.shtml
整租 | 华侨新苑 2室 2厅1卫,华侨新苑,3800,https://sz.58.com/zufang/45486252188811x.shtml
整租 | 潜龙景园 2室2厅1卫,潜龙景园,3500,https://sz.58.com/zufang/45297966401289x.shtml
整租 | 润达圆庭 1室1厅1卫,润达圆庭,3200,https://sz.58.com/zufang/45485033535379x.shtml
整租 | 瑞丰小区 2室1厅1卫,瑞丰小区,3000,https://sz.58.com/zufang/44800150960917x.shtml
整租 | 水尾一区 1室厅1卫,水尾一区,2080,https://sz.58.com/zufang/45472945006353x.shtml
整租 | 水斗富豪新村 2室1厅1卫,水斗富豪新村,3000,https://sz.58.com/zufang/45484661626502x.shtml
整租 | 朝阳新村 2室1厅1卫,朝阳新村,2850,https://sz.58.com/zufang/45484650759984x.shtml
整租 | 朝阳新村 2室1厅1卫,朝阳新村,2800,https://sz.58.com/zufang/45484611048593x.shtml
整租 | 经济  实惠  家电齐全地铁口物业,白石龙一区,2900,https://sz.58.com/zufang/45426623601451x.shtml
整租 | 福城街道章阁中心城精装大三房两厅出租 3600一个月,章阁中心城,3600,https://sz.58.com/zufang/45442818156967x.shtml
整租 | 花半里清湖花园3房。,龙华花半里,4000,https://sz.58.com/zufang/44313719865999x.shtml
整租 | 业主急租，通风好，采光好，小区环境好，商圈成熟，随时,星河传奇,4000,https://sz.58.com/zufang/45422219327785x.shtml
整租 | 壹方天地旁 花园小区好  中间楼层 有钥匙看房方便,风和日丽花园,3500,https://sz.58.com/zufang/45440046436668x.shtml
整租 | 刚来深圳需要一个家，来这里看看，深圳北民治地铁站精装,南景新村,2300,https://sz.58.com/zufang/45539130339632x.shtml
整租 | 诚租好房，近商业中心ico，龙华公寓，精装大两房，空,警备区龙华公寓,2900,https://sz.58.com/zufang/45453445961761x.shtml
整租 | 苹果园豪华装修！ 家私电全新！业主好相处！！,苹果园,2700,https://sz.58.com/zufang/44569169631516x.shtml
整租 | 4号地铁口 物业直租 精装电梯2居室 环境舒适 随时,龙胜新村,2000,https://sz.58.com/zufang/45540092226085x.shtml
整租 | 龙华壹方天地附近（两室整租）停车.WIFI配套齐全,集瑞楼一区,2000,https://sz.58.com/zufang/45539493156909x.shtml
"整租 | 地铁口,热门小区，家私电器齐全，看房可提供多套观看",佳华领域广场,3500,https://sz.58.com/zufang/42831614402700x.shtml
整租 | 观澜 阳基御龙山南精装三房，带部分家电,阳基御龙山,3000,https://sz.58.com/zufang/45273515419173x.shtml
整租 | 风和日丽大三房，诚心出租，精装修，南北通透，居住舒适,风和日丽花园,4000,https://sz.58.com/zufang/45296344068389x.shtml
整租 | 龙华中xin医院旁边三房出租，业主精心设计装修，户型,华盛观荟,3800,https://sz.58.com/zufang/45364381732248x.shtml
整租 | 龙华地铁口52米精装单房 1房1厅原业主的，家私家电,青年城邦园,3500,https://sz.58.com/zufang/45497910743222x.shtml
整租 | 6号线元芬地铁站直达福田 电梯两房大阳台 可养宠物有,上早新村,2680,https://sz.58.com/zufang/44038709568290x.shtml
整租 | 宝能科技园 清湖老村 龙华花半里标准一房一厅拎包入住,龙华花半里,2180,https://sz.58.com/zufang/44611810505501x.shtml
整租 | 龙军花园 业主诚心出租 精装修 南北通透,龙军花园,3900,https://sz.58.com/zufang/45354027800244x.shtml
整租 | 急租 百丽名苑 2室1厅 精装家私电全齐 拎包入住,百丽名苑,2600,https://sz.58.com/zufang/44425672989839x.shtml
整租 | 1室1厅1卫 2800元月 47平 楼下商业综合体,深业泰然观澜玫瑰苑,2800,https://sz.58.com/zufang/45495667695035x.shtml
整租 | 大四房空房出租，全新家具，大阳台，住家舒服,陶润懿峰,4000,https://sz.58.com/zufang/45495578112167x.shtml
整租 | 万科九龙山 3室2厅2卫 3900元月 电梯房 精装,万科九龙山,3900,https://sz.58.com/zufang/45431822314545x.shtml
整租 | 龙湖君荟 清湖北地铁站 独栋单身公寓 电梯房 配套齐,龙湖君荟,2100,https://sz.58.com/zufang/45440346394123x.shtml
整租 | （ICO对面）聚豪国际   拎包入住采光好 交通便利,聚豪国际,3600,https://sz.58.com/zufang/44908825082004x.shtml
整租 | 潜龙鑫茂花园大1室1厅诚心出租！,潜龙鑫茂花园(A区),3000,https://sz.58.com/zufang/45483722066455x.shtml
整租 | 温馨干净小蜗居！居家舒适！临近地铁站！交通便利，看房,潜龙鑫茂花园(C区),2689,https://sz.58.com/zufang/45428483621777x.shtml
整租 | 东龙新村 2室1厅1卫,东龙新村,2600,https://sz.58.com/zufang/45420683715344x.shtml
整租 | 樟坑三区 1室1厅1卫,樟坑三区,2400,https://sz.58.com/zufang/45453680176394x.shtml
整租 | 樟坑二区小区 2室1厅1卫,樟坑二区小区,2100,https://sz.58.com/zufang/41657894404108x.shtml
整租 | 新围新村 3室 1厅1卫,新围新村,2400,https://sz.58.com/zufang/45474827324456x.shtml
整租 | 翠岭华庭 1室 1厅1卫,翠岭华庭,3980,https://sz.58.com/zufang/45472948846747x.shtml
单间 | 书香门第名苑 5室1厅3卫 主卧 北,书香门第名苑,2200,https://sz.58.com/hezu/45474659999498x.shtml
整租 | 富茂新村 3室1厅1卫,富茂新村,3100,https://sz.58.com/zufang/45445909939770x.shtml
单间 | 龙光玖钻 3室1厅2卫 主卧 南,龙光玖钻,2267,https://sz.58.com/hezu/45474480132907x.shtml
整租 | 书香门第名苑 1室0厅1卫,书香门第名苑,3300,https://sz.58.com/zufang/45474423447169x.shtml
整租 | 民治地铁站附近 超大阳台 空两房一厅 押一付一,樟坑二区,2200,https://sz.58.com/zufang/44910823805329x.shtml
整租 | 民治横岭二区超豪华装修电梯公寓家私家电齐全，实图实价,横岭二区,2480,https://sz.58.com/zufang/43635866823057x.shtml
整租 | 46 龙胜 元芬双地铁 精装两房，直租拎包入住,陶吓新村,2200,https://sz.58.com/zufang/45276853075732x.shtml
整租 | 拎包入住！聚豪国际大2房精装修,聚豪国际,4000,https://sz.58.com/zufang/45418216889012x.shtml
整租 | 整租美丽365 40平大单间 1室1卫 直租无中介,金湖雅苑,2790,https://sz.58.com/zufang/45344551542691x.shtml
整租 | 青年城邦园 1室2厅 3600.0元,青年城邦园,3600,https://sz.58.com/zufang/45494675589168x.shtml
整租 | 高新科技园对面招商观园新出精装大3房 拎包入住出租,招商观园,3900,https://sz.58.com/zufang/45376918538424x.shtml
整租 | 实图实价！白石龙少有两房，带阳台，采光好，交通便利拎,民乐澳门新村,3200,https://sz.58.com/zufang/45539431125797x.shtml
整租 | 佳华领域广场，精装两房，环境舒适，交通便利,佳华领域广场,3200,https://sz.58.com/zufang/45509585377589x.shtml
"整租 | 清湖铭泉,精装全齐两房出租,拎包入住",清湖铭泉,4000,https://sz.58.com/zufang/45506610025640x.shtml
整租 | 金侨花园 3室2厅1卫 3000元月 电梯房 精装修,金侨花园,3000,https://sz.58.com/zufang/44953317771289x.shtml
整租 | （急租）龙华公寓，精装两房，家私齐全，拎包入住,警备区龙华公寓,2900,https://sz.58.com/zufang/44868279714975x.shtml
整租 | 龙华观澜万科九龙山精装大三房3800随时可看,万科九龙山,4000,https://sz.58.com/zufang/45488233613971x.shtml
整租 | 近地铁4号线，龙军花园2房诚租，性价比高！,龙军花园,3000,https://sz.58.com/zufang/45351511451442x.shtml
整租 | 文化广场精装两房业主诚心出租要求租客爱干净价格合理！,金苹果,3800,https://sz.58.com/zufang/45264965732237x.shtml
整租 | 观澜长湖地铁站，华盛峰荟，复试四房，商，住两用，地下,华盛观荟(商住楼),3800,https://sz.58.com/zufang/45435000446248x.shtml
整租 | 清湖地铁口精装一房出租 环境好配套成熟交通方便 随时,盛世江南,2600,https://sz.58.com/zufang/45395289514132x.shtml
整租 | 龙华地铁口，精装电梯两房，家私齐全，拎包入住，随时看,富通天骏,3800,https://sz.58.com/zufang/45395275632265x.shtml
整租 | 民治地铁口 精装一房一厅 2500元月 带阳台 拎包,樟坑一区,2500,https://sz.58.com/zufang/45517427238532x.shtml
整租 | 龙华民治地铁5号线，出门到地铁站，交通方便，附近吃喝,沙元埔村,2900,https://sz.58.com/zufang/42567768227484x.shtml
整租 | 业主急租精装一房 近白石龙地铁 楼下大型商超 家私家,白石龙一区,3400,https://sz.58.com/zufang/45511220851243x.shtml
整租 | 4号线 白石龙地铁口 直达福田 家电齐全交通方便 采,逸秀新村,2080,https://sz.58.com/zufang/45507050697770x.shtml
整租 | [整租]龙华中心可视频看房免费停车拎包入住带阳台！,金苹果,2280,https://sz.58.com/zufang/44934960358949x.shtml
整租 | 富士康南门旁 精装1房1厅  高楼层 家私电齐全 拎,百丽名苑,2100,https://sz.58.com/zufang/45477534346498x.shtml
整租 | 万众城 优城 沙吓 精装电梯单间拎包入住,沙吓村,2300,https://sz.58.com/zufang/45487423555642x.shtml
整租 | 新房整租（干净整洁）两房一厅，拎包入住，意想不到的便,共和花园,2680,https://sz.58.com/zufang/45531098406201x.shtml
整租 | 弓村 2室1厅1卫,弓村,2600,https://sz.58.com/zufang/45465927546396x.shtml
整租 | 锦园印象 2室1厅1卫,锦园印象,2598,https://sz.58.com/zufang/45411230633108x.shtml
整租 | 樟坑三区 2室1厅1卫,樟坑三区,2600,https://sz.58.com/zufang/44648062413734x.shtml
整租 | 翠湖茗苑 2室 1厅1卫,翠湖茗苑,3000,https://sz.58.com/zufang/45465045764917x.shtml
整租 | 富茂新村 2室1厅1卫,富茂新村,2280,https://sz.58.com/zufang/45464919807363x.shtml
整租 | 华荣雅苑 3室2厅2卫,华荣雅苑,3200,https://sz.58.com/zufang/44979002895764x.shtml
整租 | 白石龙二区 2室1厅1卫,白石龙二区,2800,https://sz.58.com/zufang/44780001512221x.shtml
整租 | 清泉小区 1室1厅1卫,清泉小区,2300,https://sz.58.com/zufang/45464288176553x.shtml
整租 | 陶吓新村 2室1厅1卫,陶吓新村,2000,https://sz.58.com/zufang/45334765831205x.shtml
整租 | 盛世江南正规大两房业主诚意出租，看房方便有钥匙,盛世江南,4000,https://sz.58.com/zufang/45521768684674x.shtml
整租 | 急租近星河cocopark，龙溪山庄精装两房，家私家,深圳龙溪山庄,2800,https://sz.58.com/zufang/43307809940491x.shtml
整租 | 民治电梯大2房！拎包入住！精装修 地铁口物业 对面华,世纪春城(三期),3800,https://sz.58.com/zufang/44819945405603x.shtml
整租 | (拎包入住)华盛观荟 四号线长湖头地铁站 家私家电全,华盛观荟,3800,https://sz.58.com/zufang/44289319790230x.shtml
整租 | 白石龙地铁站400米 好房出租,逸秀新村,3200,https://sz.58.com/zufang/45528926867109x.shtml
整租 | 白石龙鑫茂公寓 限时特价一房一厅 带阳台 可用燃气,鑫茂公寓,3280,https://sz.58.com/zufang/45510152480439x.shtml
整租 | 民治优城 精装复式 采光通透无遮挡 近牛栏前 万众城,优城商务大厦,2280,https://sz.58.com/zufang/45472886321069x.shtml
整租 | 百丽名苑精装一房一厅。。。急租，随时看房小区花园环境,百丽名苑,2200,https://sz.58.com/zufang/45494246289441x.shtml
整租 | 苹果园急急急 朝南户型，中高楼层，采光好,苹果园,3400,https://sz.58.com/zufang/44576560635418x.shtml
整租 | 4号线地铁口走路580米物业，民水民电拎包入住，看房,华盛观荟(商住楼),4000,https://sz.58.com/zufang/45475020417588x.shtml
整租 | 近展滔大厦，天汇大厦，山姆会员店，家电齐全，拎包入住,油园新村,2000,https://sz.58.com/zufang/45299904515487x.shtml
整租 | 品质好房，龙华地铁口，青年城邦园，一房精装，楼下商业,青年城邦园,2900,https://sz.58.com/zufang/45453077229862x.shtml
整租 | 世纪春城品质社区，拎包入住，小区环境好，绿化高！,世纪春城(三期),3800,https://sz.58.com/zufang/45472615802774x.shtml
整租 | 4号线观澜站观澜中心小学对面兴万达广场88平精装3房,深业泰然观澜玫瑰苑,4000,https://sz.58.com/zufang/45032943774485x.shtml
整租 | 苹果园 2室2厅1卫 3500元月 配套齐全 精装修,苹果园,3500,https://sz.58.com/zufang/45417309102598x.shtml
整租 | 陶润懿峰 3室2厅1卫 4500元月 电梯房 精装修,陶润懿峰,3800,https://sz.58.com/zufang/45354867543855x.shtml
整租 | 龙华万众城精装网红公寓  环境好性价比高  户户带阳,华侨新苑,2400,https://sz.58.com/zufang/45476424941612x.shtml
整租 | 5号线地铁口，交通非常方便，深圳北站附近，直接通西丽,南景新村,3580,https://sz.58.com/zufang/45409220910753x.shtml
整租 | 急租星河cocopark旁，龙溪山庄两房出租，家私齐,深圳龙溪山庄,3200,https://sz.58.com/zufang/45319007186079x.shtml
整租 | 新汉大厦三房两厅出租 环境优美 交通便利 生活方便,新汉大厦,3200,https://sz.58.com/zufang/45287062884501x.shtml
整租 | 6号线元芬地铁站 可直达罗湖光明 精装大一房两房 拎,鹊山新村,2000,https://sz.58.com/zufang/45539115879190x.shtml
整租 | 民治地铁站，豪华一房一厅带大阳台，好房不多,樟坑三区,2700,https://sz.58.com/zufang/45464376842809x.shtml
整租 | 龙胜地铁旁，酒店式一房一厅，拎包入住，欢迎您的入住,港铁天颂,2580,https://sz.58.com/zufang/45518181451910x.shtml
整租 | 免租一个月 鑫海 一房一厅42平 小区房 民用水电,鑫海公寓(龙华),3350,https://sz.58.com/zufang/40287839798181x.shtml
整租 | 精装3房 业主诚心出租,金地塞拉维花园,3750,https://sz.58.com/zufang/45284837423505x.shtml
整租 | 龙华中心长租送首月 拎包入住免费停车可养宠物精装,幸福城(二期),2680,https://sz.58.com/zufang/40905944565126x.shtml
整租 | 樟坑径下围村 2室1厅1卫,樟坑径下围村,2200,https://sz.58.com/zufang/45446054005772x.shtml
整租 | 深业泰然观澜玫瑰苑 1室1厅1卫,深业泰然观澜玫瑰苑,3300,https://sz.58.com/zufang/45455998524040x.shtml
整租 | 豪亚花园 2室2厅1卫,豪亚花园,2000,https://sz.58.com/zufang/45455967632168x.shtml
整租 | 华富市场 3室1厅1卫,华富市场,3800,https://sz.58.com/zufang/45455753643523x.shtml
整租 | 盛世江南 2室 1厅1卫,盛世江南,3600,https://sz.58.com/zufang/45455684012963x.shtml
整租 | 观澜豪园假日赛维纳 1室1厅1卫,观澜豪园假日赛维纳,2300,https://sz.58.com/zufang/45419303805081x.shtml
整租 | 君子嘉园 3室2厅2卫,君子嘉园,3200,https://sz.58.com/zufang/45454781601841x.shtml
整租 | 新阳丽舍 2室2厅1卫,新阳丽舍,3500,https://sz.58.com/zufang/45454715873304x.shtml
整租 | 玉翠新村B区 3室2厅1卫,玉翠新村B区,3300,https://sz.58.com/zufang/45454689448465x.shtml
整租 | （清湖地铁口）盛世江南 精装大2房 75平 电梯房,盛世江南,3500,https://sz.58.com/zufang/44911938135953x.shtml
整租 | 4号线地铁口 佳华领域广场 2室1厅1卫 3500元,佳华领域广场(商住楼),3500,https://sz.58.com/zufang/45344741277716x.shtml
整租 | 龙华地铁站100米精装小区房两房一厅,青年城邦园,3580,https://sz.58.com/zufang/44809737304724x.shtml
整租 | 深圳北站民治三地铁 精装配齐家电家私齐全电梯公寓带阳,沙元埔48栋小区,2700,https://sz.58.com/zufang/45506317872941x.shtml
整租 | 急租星河cocopark旁地铁十号线雅宝站，龙溪山庄,深圳龙溪山庄,3000,https://sz.58.com/zufang/43307747241350x.shtml
整租 | 大浪九区 高层精装三房大阳台 配家私家电出租,大浪九区,2300,https://sz.58.com/zufang/45520257566876x.shtml
整租 | 绿景公馆1866精装一房一厅！家电全齐拎包入住,绿景公馆1866(南区),3900,https://sz.58.com/zufang/43728982161313x.shtml
整租 | 龙华中心年签送月立减4800免费停车拎包住精装修阳台,清湖宝湖居,3080,https://sz.58.com/zufang/39301688740106x.shtml
整租 | 观澜二小旁 滨河花园 精装大三房 随时看房 交通便利,滨河花园,3200,https://sz.58.com/zufang/45539531345041x.shtml
整租 | 丰润花园90平靓装三房，带全家私电器租4000元，有,丰润花园,4000,https://sz.58.com/zufang/45509072720515x.shtml
整租 | 观澜双地铁口精装大二房业主诚心出租满五拎包入住,中航格澜阳光花园(二期),3200,https://sz.58.com/zufang/45530070998159x.shtml
整租 | 6号线 羊台山东站200米 羊台山庄精装两房出租 拎,羊台山庄,2200,https://sz.58.com/zufang/45453828658227x.shtml
整租 | 龙华地铁口！电梯一房一厅！家施电齐全拎包入住！仅需3,青年城邦园,3500,https://sz.58.com/zufang/45497181398429x.shtml
整租 | 嘉龙山庄带阳台超大单间环境优美,嘉龙山庄,2800,https://sz.58.com/zufang/45389570260909x.shtml
整租 | 白石龙地铁口 澳门新村 白石龙一区 精装两房一厅 可,民乐澳门新村,2788,https://sz.58.com/zufang/45287925709730x.shtml
整租 | 观澜豪园假日赛维纳 1室1厅1卫 3500元月 精装,观澜豪园假日赛维纳,3500,https://sz.58.com/zufang/45487149322921x.shtml
整租 | 风和日丽花园 2室2厅1卫 3800元月 74平 精,风和日丽花园,3800,https://sz.58.com/zufang/45430938988048x.shtml
整租 | 白石龙二区 超漂亮一房一厅 直租 实图实价非诚勿扰,白石龙二区,2799,https://sz.58.com/zufang/45475028389927x.shtml
整租 | 4号线地铁无缝接驳，精装2房自带大型商超，生活便利，,佳华领域广场,2900,https://sz.58.com/zufang/45375433326626x.shtml
整租 | 招商观园 4500元 居家3室 品质高 随时可看,招商观园,4000,https://sz.58.com/zufang/45406090698117x.shtml
整租 | 业主自住，干净温馨，家私电齐全，拎包入住，双地铁口，,书香门第上河坊,3870,https://sz.58.com/zufang/45505702065562x.shtml
整租 | 实图实价 龙塘新村超值 价格美丽 近地铁 非常干净,龙塘新村,2000,https://sz.58.com/zufang/43474935575848x.shtml
整租 | 清湖地铁站C出口150米富茂新村全新两房来了 采光好,富泉新村,2000,https://sz.58.com/zufang/45531533478972x.shtml
"整租 | 龙华地铁口一房,随时可以入住,业主诚心出租",青年城邦园,3500,https://sz.58.com/zufang/45019583366695x.shtml
整租 | 民治樟坑三区 电梯大两房一厅 空房直租 部分家电,樟坑三区,2350,https://sz.58.com/zufang/43793363435649x.shtml
整租 | 观澜章阁中心城两室一厅出租花园小区近富士康,章阁中心城,2200,https://sz.58.com/zufang/45461998913937x.shtml
整租 | 嘉霖微商大楼 2室1厅1卫,嘉霖微商大楼,2000,https://sz.58.com/zufang/44743031981734x.shtml
整租 | 富联二区 2室1厅1卫,富联二区,2100,https://sz.58.com/zufang/45440239027863x.shtml
整租 | 龙华油富商城 2室1厅1卫,龙华油富商城,2100,https://sz.58.com/zufang/45430451012025x.shtml
整租 | 朝阳新村 1室1厅1卫,朝阳新村,2300,https://sz.58.com/zufang/45451544840477x.shtml
整租 | 金苹果 1室1厅1卫,金苹果,3500,https://sz.58.com/zufang/45451401633542x.shtml
整租 | 樟坑一区小区 1室1厅1卫,樟坑一区小区,2200,https://sz.58.com/zufang/41883392323984x.shtml
整租 | 和平大厦(龙华) 4室2厅2卫,和平大厦(龙华),3900,https://sz.58.com/zufang/44837386893699x.shtml
整租 | 东泉新村 2室1厅1卫,东泉新村,2800,https://sz.58.com/zufang/44323801918345x.shtml
整租 | 景龙新村 3室2厅1卫,景龙新村,4000,https://sz.58.com/zufang/45177436887718x.shtml
整租 | 龙华 观澜 华盛观荟精装大四房 随时可看,华盛观荟,3800,https://sz.58.com/zufang/45499590239792x.shtml
整租 | 长湖地铁口 滨河花园精装大三房小区环境优雅停车方便,滨河花园,3600,https://sz.58.com/zufang/45296503961894x.shtml
整租 | 元芬地铁口，花园小区澳华花园大两房两厅,澳华花园,2900,https://sz.58.com/zufang/45386668196759x.shtml
整租 | 4号线清湖站精装，业主急租出国,盛世江南,2600,https://sz.58.com/zufang/45351364755118x.shtml
整租 | 清湖地铁口 盛世江南豪华装修一房一厅南向 拎包入住,盛世江南,4000,https://sz.58.com/zufang/45177653974932x.shtml
整租 | 龙华 观澜 芷峪澜湾花园 精装大五房 随时可看,美佳华首誉(商住楼),4000,https://sz.58.com/zufang/45505603269940x.shtml
